0,1,2,3,4,5,6,7,8,9,10,11,12
2051975729.6647763,2756121419.5493402,2127584465.6673386,2310790582.356545,2981623341.4313254,2576105636.3870244,2967773531.6578894,2833415247.0421305,2885287123.474828,2846614806.860478,2662703540.220257,2759139672.9474263,2821908049.413991
2828650527.6314607,2290039895.805729,2912558483.5427227,2351855865.1836495,2150943326.957856,2612382981.0198035,2642951410.097435,2857211714.9800296,2786259053.8224,2394523579.89814,2039588399.629241,2017426725.29011,2618305702.6929693
2164964800.72583,2998297574.92311,2748471661.8819275,2813371222.3635,2428758976.1364107,2264138590.673152,2624757099.219946,2329006650.593812,2864827561.3666945,2122588764.8350735,2688314708.2366853,2894436176.344855,2766590265.343411
2699553702.4904275,2038889774.515458,2862953196.8365583,2086305569.1334016,2768266851.324657,2029343216.597346,2470650197.2903466,2792904673.245594,2072111017.4576128,2354911796.0561833,2108212462.4326365,2890490134.750281,2429559298.708522
2251183960.8808966,2679074498.0649815,2740890173.583108,2550265713.2987103,2823621424.122328,2422146474.1092887,2383936410.8420515,2844168717.1195793,2452100949.547388,2254318870.4082108,2327823130.9309325,2463854868.0896797,2084527775.365478
2213566468.5640445,2691540014.13665,2249733047.983794,2063803348.1863048,2221692609.7182937,2247717891.9081273,2416096088.4917493,2172017595.1883655,2201315640.5822425,2014831319.278108,2612790701.7732797,2189231989.87183,2054114858.3569694
2375831314.0315123,2884349669.77837,2125589041.3096957,2982264999.8271394,2139310620.233101,2125705334.902908,2304769008.9580517,2572685919.651019,2590039666.016153,2848339776.4609165,2670320036.9922767,2664740478.7973785,2536722974.7827597
2307770771.7854834,2724471871.7919235,2720910046.119075,2356910820.625537,2649418022.7409043,2565185758.4459667,2604486929.3472643,2065198463.2578745,2005151061.2084079,2963168737.6532245,2679123901.260832,2482319630.106943,2655860790.53708
2780986185.6603165,2080436305.9888282,2446989482.3980737,2712062744.809002,2698207290.8290973,2279787368.338431,2011020669.1493778,2237936995.330771,2192359308.496839,2879288724.449644,2563670394.3362966,2101603500.8351874,2949313009.957881
2201276920.239551,2372598341.7217574,2855787575.917544,2382958854.690056,2385366683.2725253,2649939477.593432,2752889267.0212526,2860740646.1950316,2123918748.5007713,2245132948.186929,2330498579.4806767,2277930436.7787457,2270965350.278567
2777438922.047032,2744509306.061472,2247419139.691106,2087413288.1419168,2186818973.3228946,2976026038.6212707,2177116554.9633884,2053850162.6477804,2783109986.8249207,2762992861.281757,2734544823.656546,2049807738.5214498,2484574522.901079
2693256898.775268,2814961912.013499,2859664496.5378013,2833381960.87683,2984809123.8701706,2051188133.581995,2840395937.4686074,2627835905.571668,2815979014.3823996,2191781497.2970195,2942900214.3018613,2240620791.298473,2871470468.8738246
2096098967.6251528,2579961175.662689,2804142601.754174,2906485211.758209,2819099299.1504655,2834359620.1874404,2895302628.709085,2156341883.0325923,2539770906.749813,2391594231.3202343,2012904359.4553933,2445314352.5497456,2149444386.600553
2371202290.3102074,2840387625.2080245,2864951382.500743,2253576788.8223324,2865076940.28216,2168322060.7601266,2557657017.972394,2098930359.868418,2376327897.5535283,2969626941.066933,2272926028.3124776,2322279182.1635494,2952447556.719839
2385089232.359082,2792444927.569413,2043618716.6305873,2726589077.5257597,2645147610.3708777,2930289279.216871,2285016282.973566,2764120082.735426,2544571657.0695176,2713385578.017306,2947829399.5550346,2779687887.462266,2223298803.5353565
2715645997.5113273,2278307964.3535476,2243107873.600468,2610406000.586857,2292291000.185968,2578257745.777271,2985999256.669793,2413814265.2927065,2361531308.389329,2507098119.595113,2375590473.640985,2642164577.0608277,2355779487.883704
2222286115.1300464,2391764753.327961,2886617316.803754,2470826714.843828,2339872376.503132,2390752475.8459654,2890096300.390592,2824194446.2120037,2839829849.212168,2377991598.5840526,2779679116.173285,2408356365.5581307,2060258831.7144744
2371184940.761451,2856821728.472174,2985198815.7710104,2551215799.5473404,2762546255.5726824,2786316696.081535,2675751021.6303897,2312329491.7053556,2911887589.164631,2077984321.5393488,2812825112.8592796,2158387649.4854565,2494122579.6846952
2571135107.7665234,2012338618.1507978,2119651140.5537035,2692238146.645617,2609854628.812676,2993108152.5552993,2885210836.9046335,2482258721.9251847,2953451755.8302217,2226983326.333512,2735082812.50209,2645306380.6694937,2348388249.1322703
2644269583.9610267,2173114334.1876125,2085087551.478757,2489545721.605617,2218110520.7165027,2642545317.0155272,2523683128.744652,2405293951.153786,2065644478.392265,2125430999.0267334,2770193736.302572,2149376126.481136,2931280275.905996
2624576474.9656687,2963926244.4721146,2184452678.229226,2023592137.3922982,2373718861.6324377,2305274791.732777,2097911989.0610654,2282456455.585052,2408476377.6155343,2672411480.226559,2287487364.1151233,2733235218.7758226,2939391510.024716
2643859755.6920567,2957134779.64031,2598989580.7679935,2459650570.0764575,2139699645.6784642,2109772073.5564346,2889515359.6954436,2202602491.9157453,2821971715.923885,2718660051.9399323,2845062921.7550054,2534435513.1149273,2943083138.51623
2697195343.9862304,2404673922.601709,2786078228.9547286,2543867833.245404,2525587562.707001,2491367960.7740006,2216362658.1133757,2924729018.9195065,2559598536.8780828,2790822173.907454,2607477858.8041534,2687040627.020952,2693129961.547911
2816786097.8750925,2666288766.0828876,2273074153.5661454,2861639833.6437745,2655624826.536254,2961356036.9511538,2352850679.7041874,2868821054.0157046,2462302336.4348955,2082274208.7454648,2619435662.5456076,2241279493.1759176,2267058631.0400624
2004241383.9270341,2844593825.635805,2853535570.7149663,2870525162.4407587,2879209513.15295,2100162645.3211362,2682779617.427523,2373087968.1131134,2155603517.565834,2484658660.4350147,2282964049.7424088,2746345463.273301,2366373892.892929
2632665888.977655,2380718344.217383,2517891731.6822352,2746831909.6423006,2429177577.7000313,2920075483.0504355,2043974568.3555675,2354076128.91192,2051397612.4449687,2551241540.8927116,2981055629.165729,2611280457.950768,2155355298.78208
2329199128.5371385,2254387951.4452615,2073569943.4116328,2023357914.9991927,2728107420.1079917,2798806878.887224,2345916524.6988983,2867945984.1100926,2205678964.13837,2045047307.1485603,2036407984.7578268,2131299008.0671968,2249158300.9790716
2270697595.14438,2250182331.080696,2333133466.5460606,2274548654.5398583,2621442085.9073706,2410010741.3416996,2616805828.1803513,2735782113.009219,2397753820.3425894,2530644522.167961,2670333899.639917,2911722132.776358,2393930159.3687057
2749153274.6260977,2129934935.1930807,2259956444.629812,2188049763.6629167,2883818747.5301633,2680910079.795697,2765748799.883559,2620483832.0461006,2690240527.9062176,2599317074.8016114,2078837531.696153,2574452812.7105393,2480802881.431231
2190509853.3176856,2183926218.5850267,2913087731.4892426,2280963233.1308627,2134316607.0208395,2443820594.8508625,2041948943.6259353,2630832168.1040654,2408470921.962228,2379456350.665106,2299617566.2902293,2265588673.406774,2739206490.9259834
2387371005.5235662,2651967223.6512113,2955842749.5815578,2135556070.9656527,2587256280.7011266,2808772727.1270375,2401277809.1785474,2359124696.0246615,2732257666.0583096,2365798957.3860545,2754709203.890303,2948783531.6737576,2384833591.9481907
2315840596.5765724,2771304809.481172,2592458658.5019064,2772149062.152543,2803616644.8722787,2328924506.3147926,2906896561.962385,2533435145.3767724,2398126632.033132,2643978377.9993377,2218425960.1755614,2481688755.3084373,2252471237.0087614
2181260081.1128163,2698786196.859004,2204301769.609991,2372425200.4476285,2823432503.3813944,2561646901.050283,2856388517.675623,2672433264.7854915,2026351597.7249563,2310570805.4040394,2233730675.354465,2684385754.6827197,2042148437.7765124
2148926191.251356,2410828361.9993277,2002169015.5940428,2125330966.9986145,2330393819.859458,2497833518.5116405,2929847541.909904,2764373049.4313765,2346082597.348351,2014622807.9842236,2719076078.5222707,2462863434.143077,2097073433.5460417
2593717483.161949,2126471649.9978285,2543592943.5859222,2022928517.410461,2179621936.6400146,2416375428.1529093,2938893731.7829823,2686964085.9483066,2355988677.4221854,2222786485.6929607,2526491957.7931933,2073508600.6245806,2436327385.0594068
2006577102.0595458,2282244145.6223135,2173707419.1430025,2105594890.1191158,2964910092.605952,2495544018.9576674,2050323249.1560092,2811608573.9369283,2324460816.739841,2901715307.328969,2776847820.696753,2338799998.469787,2859734616.8590155
2026513110.723626,2392419135.7379856,2540881879.51723,2769029088.5559125,2034924969.785082,2450503611.2323294,2028470349.0081518,2252403279.507262,2242528956.8919086,2346999424.6180334,2872890225.3171673,2187931653.490955,2075822189.5482328
2231848682.4353,2918491598.813059,2936000130.9185185,2867161915.8612065,2827619386.7324715,2033083072.3119266,2633184876.2913165,2424213264.199831,2833205655.2093973,2763562140.4874754,2030091418.8925176,2368642398.250719,2619047649.4905205
2620821529.7427955,2532786898.1976776,2208301078.319964,2107219318.5905554,2725161340.202198,2472419211.1923566,2120117445.2574255,2563713755.223709,2453674383.548593,2362177785.132644,2962664376.9702516,2421466007.178205,2543797404.570767
2130965701.1308537,2874138434.619601,2744704680.354044,2273865432.5828323,2864924784.4397535,2654109869.658365,2320262737.192578,2425194692.1679535,2516095789.776171,2790188407.5071907,2309984057.69284,2540772055.378614,2029148079.466297
2035149119.6588051,2351506164.0697236,2049589378.5595305,2365651529.664269,2066138580.8886213,2120635412.6111379,2121323112.300625,2173713536.1445374,2447627615.5388737,2315151496.5632305,2851318336.282629,2479231917.847484,2347693397.3270535
2063991014.5012546,2162224396.5369983,2441466579.6539106,2791842654.6537147,2439558893.9755373,2997329946.3850737,2215724635.4582195,2241571631.0444117,2293006456.5330267,2115124537.7449496,2343019800.4372683,2560322346.860707,2322463784.098982
2113341286.6765475,2421595254.7701397,2738259620.2962766,2618363820.87664,2068192373.626728,2662100522.272536,2343034532.1738477,2582649357.730496,2125328344.1559553,2142091834.012604,2892885445.8698187,2574583298.823789,2217731813.176327
2811660162.4975076,2224440564.9737644,2302034564.9234295,2941821046.5617266,2170658901.8309436,2596357007.3098197,2839180056.385202,2994062706.748897,2214938364.3587747,2445324948.3141155,2416628957.8390856,2909043840.205226,2551900403.810568
2113662687.3860407,2744137423.526194,2052000597.2514653,2230662832.994112,2675305351.71513,2763412098.516997,2842843076.8407474,2936607683.3104587,2521080944.8087444,2540199688.03477,2075922273.506698,2567777054.3758106,2205484488.5819473
2448284911.9355073,2425763252.914415,2597397417.0429177,2814153215.538174,2593756356.6465583,2064202273.0361066,2535489716.3459573,2868390846.97219,2704935557.8279057,2247886698.168163,2941060720.736675,2869884690.822342,2200786628.092925
2878781352.7358456,2333467020.082361,2977343304.563518,2564180414.806601,2471379631.865881,2400475115.147521,2573669779.51849,2154566508.9224124,2766332936.0123696,2270040143.99409,2236740220.193673,2389393856.8599224,2397596129.730445
2238215800.462525,2120582451.3473525,2912210923.048841,2164937571.0492454,2689981643.6849227,2860087938.1319537,2483255041.548887,2903387749.0646596,2152306014.325851,2220325121.7094607,2893772018.1037474,2977215394.4182587,2511182423.6593184
2344419261.7316055,2901271061.3228526,2517360752.178826,2867098858.1953917,2466914127.678845,2888509464.483539,2342660205.5717173,2207725711.2751985,2786613373.049641,2169568673.2169166,2457566910.998548,2759203276.2868814,2871743116.0690155
2275681982.450608,2124124915.341148,2743713649.941732,2126362308.8334835,2697239530.823242,2343889905.939601,2494725742.341301,2555640735.9405723,2843645537.186845,2748000264.920661,2290413692.305191,2221294017.8087044,2500775650.7976923
2401922614.5915613,2373936325.593425,2704582117.6179295,2437176884.6566095,2585457880.878713,2389948534.927057,2052591412.2715826,2916994837.0366096,2276493774.281923,2508809316.22704,2242531734.2929854,2139226483.4767704,2607669937.6035995
2191000673.6592712,2788060804.4103093,2215112095.778434,2253656819.5778823,2585224185.112373,2600312461.451242,2170926465.630009,2034057800.326485,2286176184.0781946,2189739302.582254,2199175678.242824,2520951895.9615664,2018879603.3756833
2093798069.5852158,2119955271.538503,2720900351.275212,2611226105.292049,2903476570.5461946,2473354508.3027086,2758037523.5903654,2318413330.526731,2843428872.7450013,2070213533.607193,2060075922.4888155,2112122634.7070632,2231722694.060731
2322007407.1088963,2719949525.8632627,2128890661.9709458,2408174553.248493,2381031738.718765,2223150772.2355967,2137185620.688809,2216042449.897362,2329246050.9779572,2130646290.8041263,2656213599.6538234,2284704733.332443,2047486138.252713
2971005915.356203,2734953477.6426544,2296030029.3799996,2622288111.193055,2875689607.2536535,2158127922.3569245,2108665538.7616017,2805369299.4273944,2835502963.0971565,2964252696.0693846,2597917472.843577,2610690312.7899895,2137047923.6742196
2158241370.338458,2902321849.61808,2367806823.010914,2118584549.3444946,2665826823.6395364,2555069771.771728,2567659328.996411,2836315775.052043,2247020286.0452323,2875751748.0327106,2284470056.9956603,2439883829.1350026,2115309307.9943876
2276931479.1132045,2550487628.758532,2835391080.479396,2150099504.9487133,2763059085.784615,2862248455.720131,2225177309.5160823,2340364475.834707,2322903388.830149,2024284272.4213696,2393801196.842948,2096161090.688423,2705104644.329778
2342979099.306183,2530177652.2754016,2772165656.9233875,2834307711.5943456,2240455166.1471777,2471342143.4450808,2114683040.280666,2163383545.7613072,2762955767.50355,2003027593.1474538,2942032585.3781466,2120629988.33748,2243778355.9427037
2847896595.808888,2750560238.2977557,2947972760.66306,2310539293.426789,2217872839.1924095,2319386263.73229,2028479339.46188,2682762851.457187,2674280219.120501,2002824410.1453483,2431926660.2789702,2625332759.1212683,2779461534.291026
2098471263.8445382,2286148334.8102574,2553574707.432135,2915299894.934736,2691634812.2156777,2728481643.4700136,2006383422.4684038,2237402203.4108734,2255653501.4128113,2658582893.4496593,2540381183.6106386,2709153150.003146,2362944915.035218
2338916190.112047,2899351415.201478,2757123670.882452,2373558319.866352,2466665497.225233,2931408620.148188,2762449284.2105794,2990192513.0853295,2489850894.2967467,2808113316.9490623,2418583179.541312,2633924842.557936,2078123547.310483
2942033197.237867,2636238714.8318157,2657187225.7946725,2641008939.193436,2667061783.617706,2493699288.4636445,2015716749.281255,2698131702.9486427,2725930047.5220184,2467157755.603641,2994837984.4889927,2596803500.1662216,2353213195.726506
2740949803.3724747,2676597024.7465057,2394735029.695954,2599811729.628905,2700696408.534081,2054871210.9861534,2523058530.954005,2942038619.618337,2648041640.0774546,2341789528.024741,2947579360.0054703,2141499682.4559321,2231668145.389051
2225603901.0036216,2542335482.1516867,2125170400.5493858,2417763772.538072,2707571590.1121407,2971750263.7226562,2777979603.1407022,2568641088.542132,2839880763.7939963,2569302164.3028274,2268782748.841112,2664389703.149758,2943389127.003419
2039334045.2128901,2559256337.4547215,2767382507.6744933,2379904501.260774,2612025398.6377816,2968542210.1323714,2995979944.4702773,2506512873.1608047,2642817175.3366036,2489160248.5234528,2799323412.3125534,2868285984.1168556,2225390185.3438816
2326711714.815986,2935020750.6827707,2478202066.3873625,2064568356.5015488,2791162453.846679,2834149579.024258,2297599059.5025725,2274929591.2030835,2004684924.61412,2080601915.4066896,2420955364.9917436,2690611945.814698,2260153591.2969007
2955140509.410012,2303090430.7725635,2137335195.454364,2038369024.0686421,2892690663.8780303,2786408385.495701,2961465844.0141015,2557492884.624525,2569484684.6919928,2206705044.649293,2055642366.2839897,2922476401.9874377,2949371750.1301537
2448666673.6249557,2368279428.205091,2796615932.661053,2668201411.990693,2474990945.6259184,2672089063.577846,2856641389.1709013,2754436346.7651205,2571475648.5442247,2152120091.3362737,2332867401.9998646,2548622577.387398,2944348784.1343164
2330679674.4564567,2548530542.7623744,2494445793.6631007,2250656932.5844455,2113679349.8144107,2235802556.748685,2601448949.0175447,2957415649.274016,2243001522.8812394,2717486919.1405997,2278846307.714414,2766729440.605755,2101343945.2697406
2236876041.7074747,2472352082.2854223,2940126303.0390425,2498843200.1657977,2801834757.999667,2299294134.3666945,2959154238.043122,2706245303.614073,2982684183.5505767,2545349926.6142974,2568467439.7747626,2630094252.416826,2502925751.300512
2069629464.3620589,2986757666.9712157,2840088608.1373334,2037130293.5164514,2458310260.9676285,2404199126.820714,2046605179.662456,2113373278.3639338,2307368598.663687,2924677813.2829256,2694290328.469292,2373455457.178515,2172983944.5395865
2247690627.2523627,2463873837.04494,2336792944.0064683,2150114237.942565,2071447873.2193947,2758693065.8051267,2602997009.274483,2283998105.3151793,2540181442.997904,2188407769.5132785,2530569844.0192213,2548169000.1719503,2495527888.5109124
2543653671.5242944,2161474773.3357573,2378780968.0696044,2184681585.2144747,2828365197.887439,2195483795.976336,2202514060.3199263,2145092631.148815,2571945530.921844,2190042020.9676757,2667223906.376366,2398442652.4070916,2524518141.1658688
2196873753.316196,2847613492.3772593,2311811952.9792223,2375277366.307162,2987591187.494833,2485860647.9666624,2248868540.1534634,2948976293.4765134,2772376355.572105,2942704611.8666515,2546019440.975967,2729714556.059146,2848749102.737772
2698744663.1060286,2661551556.6190925,2708894788.3531938,2104444774.4753532,2988079769.017514,2150415587.825906,2249421725.743508,2306397034.6107535,2494909087.9083905,2193318590.8279176,2062714916.0156083,2460556068.732664,2417352151.7953424
2890186714.812255,2442274163.820527,2458618582.310942,2974569807.141713,2447986752.6516995,2216098500.251208,2904850451.789241,2432690400.260905,2781593760.9676743,2446285616.2375336,2143851625.963558,2986408843.1240396,2726165010.791605
2583230202.3953323,2117469564.1552343,2165864793.2191577,2402676931.2864056,2700783473.064237,2285895140.794467,2450323841.9286685,2362215165.610396,2214557719.7347345,2790988912.0218987,2791350802.9923134,2976135118.62161,2109395426.9311085
2131970114.5443628,2735788475.155894,2704707100.1484847,2503259402.5146003,2110439059.5529954,2129230243.314674,2784234029.516529,2321311334.0821505,2672680281.403606,2703038198.067161,2967070460.0468845,2291256120.1054754,2038134544.2210174
2985023969.9344187,2234661807.5925236,2139852462.0170183,2461206296.724795,2058557560.9558573,2019099002.1916053,2544314601.047753,2602586349.1786118,2107811221.8541327,2534405061.586245,2361632751.822614,2107785448.7490137,2469572994.3440943
2571762461.033675,2360167189.175087,2085388655.1311905,2996709056.2551956,2333843159.528883,2595613365.442551,2634588452.12117,2393912033.2403092,2053431328.5704782,2600520277.4963055,2986522532.767667,2729080602.7832975,2974345712.843122
2710704971.2645926,2903573291.569491,2426968682.8485284,2895420980.6065216,2551456056.2997727,2801367641.5986214,2341972485.8515644,2330717812.071657,2102905738.1208673,2635708811.1886063,2216151091.7467065,2617693886.144537,2353261451.9599147
2795802867.459645,2134301792.9525502,2648661239.8211865,2222584484.020947,2763449432.9021254,2487317362.14391,2183889899.4830904,2255708720.272849,2353050581.3641877,2625283982.923972,2309861534.094445,2610851731.8815827,2673132109.7157826
2355963617.655335,2144187256.2860675,2193415636.7925205,2262770468.6087313,2582254155.9319754,2361860728.1031785,2901351904.2088075,2280847766.0468097,2199887678.6286354,2382374944.9665155,2001394778.2945852,2702069404.624136,2968640424.559438
2796755432.7780824,2470167100.0899215,2003659453.2664936,2632072911.6175203,2538801131.9727044,2775771955.513583,2048642589.856096,2041904012.2050617,2781816942.7838097,2883308282.4746995,2888841299.2052226,2214424872.2168174,2365665136.0254707
2682241892.24894,2935321089.048085,2608850748.3105907,2983300740.8931856,2534484353.3686385,2398465056.5968275,2727108659.5531864,2971461028.627859,2451126800.8322268,2469740160.848428,2920908788.922593,2013179751.1532485,2615632878.1245904
2936705130.189562,2172996079.227234,2092712556.304125,2824601129.0578914,2469671924.7022076,2511978210.9605956,2310065651.976239,2131294035.0031662,2311428230.160132,2796145594.915736,2413949712.73213,2849918651.0511603,2572434855.6616964
2365366510.859673,2467194235.3929896,2267780147.1712403,2097300834.8957882,2057281794.7336915,2729400898.9028955,2565905664.3058653,2856310514.7192783,2225872167.481882,2829904468.1771913,2778389185.278204,2965434079.221951,2880771861.74309
2362628745.3956985,2112991223.0391984,2100512829.460882,2532171638.0860186,2886099716.9416614,2668957204.1112776,2016338590.729776,2912945352.519792,2947722313.4617534,2366867744.5192327,2072552598.794464,2590090101.0595937,2489343795.889009
2258061029.447004,2343967821.908997,2314068482.59821,2850690690.8857937,2218016519.7504163,2698128855.7798963,2547710541.025405,2042035422.4599366,2809749983.5373983,2104405586.2546313,2416234607.1243925,2107449188.5874367,2410583818.988637
2102126430.618888,2398529788.258017,2926437964.298886,2284529457.013752,2738355049.463897,2805334330.0159984,2540474988.3666177,2370940548.7776303,2510716815.8367248,2172459076.0578833,2435802711.3074827,2398472681.103926,2228733289.973569
2912712164.7908406,2713300769.5442667,2840541128.8000865,2748687626.625274,2962362410.5605416,2455714157.4062304,2037868193.8359122,2039285912.9281428,2829018122.715535,2903938892.0236025,2601053320.9420414,2514887398.030998,2253615372.743566
2108823564.4349012,2151741833.9293404,2854928722.775208,2819377664.653464,2470783519.761757,2562204693.770386,2848832507.482881,2093159140.6106112,2975521144.284424,2781197992.5034833,2527271864.2550564,2722515125.207888,2665294675.1081877
2640488335.8858175,2492510874.52103,2723415912.841443,2744735963.983902,2288371855.9083147,2069514618.0898845,2890449411.6971273,2493379422.8347945,2439082634.8296046,2198917236.7915382,2552005931.883299,2067071651.3503983,2657904579.943401
2065619932.3070474,2059402424.3138316,2815340090.9506383,2441793728.305623,2942359052.5921226,2980988574.5922346,2319950982.2993727,2776351709.0359926,2815381424.6981816,2064606120.665735,2440014592.7875366,2402141698.2276707,2298339980.7085705
2570950043.970838,2232044520.7277966,2814947903.521433,2724635807.4706793,2625092865.341983,2298508066.378674,2295465694.380084,2032184717.479889,2465833279.746443,2421237385.887114,2814968298.6521807,2893710776.700979,2867675056.560544
2439189253.303336,2687758180.304176,2973083752.006159,2954826379.2426214,2196051702.7187767,2723922466.4416428,2979488653.4411955,2414179287.8015337,2103233990.160187,2275967284.9177775,2955389171.913511,2007541914.9312532,2048666170.6088078
2781706596.454575,2507554563.89945,2015391082.0317788,2715742896.177185,2568621198.09694,2445348234.2096376,2066010597.6709225,2007033218.709445,2454288360.8660107,2766113781.454661,2429388157.8177834,2919291361.6290007,2115380171.4844475
2618692775.2439013,2356440084.6953964,2235592265.5764856,2714358233.155158,2598163741.138316,2597003717.1275163,2523399530.49595,2875942823.292639,2501527597.380954,2455983594.091327,2271166966.377934,2082503379.8581378,2383659914.02366
2371352448.7603583,2782247881.9634857,2364694473.202226,2603049035.9413137,2804677363.7769356,2902649494.680433,2117417937.421454,2559008058.8022943,2245911284.6277575,2091135833.9737794,2742544431.9758015,2594405032.614736,2027773063.4853163
2743199577.7420316,2221629709.568295,2053388230.6345816,2336178264.561327,2715238280.926725,2719818445.885637,2628251950.5611506,2674163077.177199,2333432255.458205,2423846525.2219195,2329260914.5356355,2598221850.1703496,2894957810.2941775
2676617997.9864535,2546566303.3587503,2633337693.4092045,2193992432.3251853,2934539710.2818146,2829439933.32428,2563149863.9167113,2524650951.4607143,2802651368.413909,2617519395.9032288,2687932256.5634575,2075756200.3282158,2754138905.493715
2186726734.830397,2666336220.492723,2127831857.218463,2587189258.69923,2317227310.916981,2470890099.3515844,2690637089.6459446,2720046102.5672297,2658320658.5510197,2682341918.4360585,2670173346.5463567,2018727679.485787,2253141076.1174707
2777825650.537344,2274893479.9764423,2044040222.3114552,2436284487.687465,2597153782.216453,2662081782.406021,2611878569.344861,2850314203.9031496,2040486807.7937284,2145949450.1465771,2668359231.2429943,2597429473.0670815,2220631321.5822453
2639830929.3683176,2616097249.1699324,2154856743.001996,2828568714.118006,2541364143.412492,2157706233.7734814,2153767726.3201776,2767328259.390023,2621816129.0870576,2906876838.8791747,2356427635.3600287,2386739551.485516,2521290689.2132077
2151450690.3506284,2683851595.0409884,2997024162.7370424,2331224229.8648305,2942621700.3696246,2507450291.047875,2317927538.2544827,2468766268.614318,2473505312.042823,2030247820.6520002,2262628415.203315,2130978580.2884057,2180923582.056921
2869968058.4976573,2324050658.431252,2844328391.9914236,2863216107.937384,2981377377.9164014,2414735592.1302156,2327639342.6436577,2552737068.1918674,2898066038.647908,2128577062.2292972,2209126153.484823,2929505280.454856,2830763172.626936
2602673080.069542,2077330328.6208034,2261836547.9478397,2059005424.4352589,2716094379.3910966,2903849301.3307505,2776502946.148498,2951122996.2854624,2390624336.668716,2617843587.6758413,2562440995.777161,2683155111.149042,2908094371.1336536
2253622909.3631253,2401244687.368004,2068424402.7253573,2498709463.149623,2720834202.754025,2665075842.889144,2829689136.0403934,2524827769.377365,2419470395.532555,2134144374.6241655,2153470924.5487084,2832156336.723826,2763329447.4828334
2938513686.361219,2767989783.913653,2119480424.2519348,2689872274.054294,2014559743.6204112,2287397067.041361,2388460087.6650715,2919349795.8922224,2766676639.513139,2725691133.1538944,2875031558.5834026,2668972017.4940205,2519719252.632748
2630521198.857557,2438288317.543685,2551193645.1475286,2040295490.7562149,2430319620.2267056,2937709821.279372,2853843307.1591396,2816713584.958996,2717761969.010338,2852831940.7238817,2970677424.6423297,2139689820.4202836,2081278413.3977206
2775412047.244509,2829560884.2042775,2950227415.291207,2238956960.4469204,2334218890.2865124,2386616281.9532456,2136587483.3275225,2634763592.303313,2556679364.2427897,2521711436.4764934,2512754499.812731,2174583671.7324715,2910764987.6310253
2693774716.938257,2068923312.8120081,2475631554.786765,2904135923.4372005,2290971878.735424,2838646760.7327785,2498305357.2209125,2493282507.320751,2153891643.4150305,2833816677.1109943,2639111894.840691,2375708067.652934,2709249660.1940937
