0,1,2,3,4,5,6,7,8,9,10
2661005941.484979,2946262039.960955,2500563838.9496846,2466206476.6639204,2381076667.6654873,2139927844.5589247,2909740652.0723863,2491191334.0420437,2072971900.2619004,2867820998.1526494,2451674278.624572
2356869258.81736,2571048976.174371,2092499226.0836496,2418128541.427947,2816594438.395309,2544275882.0265336,2623443133.9351096,2607528036.534567,2285230339.5923347,2429063522.575272,2978244078.2156653
2667162071.36063,2914771610.766824,2264256354.988048,2019005279.838105,2985143291.6425624,2243941009.7970505,2550777992.2450447,2119166319.2858324,2915028713.9768343,2383664576.759747,2302245347.6422443
2317266116.4714646,2387400386.0230827,2238497845.759456,2531022407.10091,2313846787.153811,2176294358.128705,2616988859.518553,2879706359.6818633,2855770853.643125,2798634531.2137384,2881433878.471845
2301603430.533565,2686720662.4517183,2765072242.4950547,2984704192.5545793,2152782803.623133,2881942426.8875833,2972893283.2472825,2584544522.9373913,2343068670.2169747,2136979344.6293564,2340169881.944013
2528188893.920079,2982485686.334259,2387660115.820505,2569085275.730458,2854356451.688675,2831477597.1625934,2716749077.3252854,2541151857.258457,2602251246.5206604,2050202102.4823182,2310338547.055038
2837232132.005617,2610617038.928674,2695215163.1374965,2741102684.862159,2135940888.3443236,2626243762.444891,2364930592.3423076,2907146755.4001923,2861353351.7774014,2652909728.9748034,2532061980.2889247
2911343420.5237103,2891463003.327256,2908674440.1031914,2462342038.385751,2323830544.9541745,2758736633.942679,2364721699.7257533,2636310611.511299,2205140602.4554424,2126261846.7321613,2004522500.2476368
2731755722.704933,2916924492.513739,2039580550.7459812,2053596940.593434,2053214191.6256275,2338034925.466005,2869514650.3314896,2398905113.314544,2995213810.4322023,2289206111.8142266,2914992374.990986
2492530594.488793,2826472008.1566305,2242922093.58916,2444413661.852892,2251585790.3697844,2682571763.712431,2697920705.2468557,2461553483.3258586,2173504749.4021626,2590729870.5404067,2071440033.6249747
2092088164.4268708,2915015150.4659624,2231922832.8397136,2504928206.8671603,2847924920.2389846,2465942204.6209936,2361485669.660999,2032546898.3698096,2639248320.09918,2044356655.6490457,2095065783.418049
2645758458.623233,2882459708.661264,2642397035.979528,2333656052.554912,2229412171.781183,2438064187.829882,2452813732.77504,2226962495.1021934,2786033385.215359,2138795088.7946653,2428393855.6185956
2617768469.988146,2350395860.9081116,2388848164.4112077,2468462492.6169577,2909060382.459367,2509166063.4554334,2288109724.388083,2874111569.68633,2161643160.844029,2742122439.253031,2721751586.98713
2723100984.1887794,2117747440.5002851,2827471085.6985426,2498817304.4593534,2585453195.508078,2152348010.7634153,2439140533.4245133,2326886119.6584797,2007262009.4050367,2606803331.6896677,2599438505.7384515
2320433833.872734,2758920529.6453156,2351704471.0695777,2009698948.7841506,2040336510.079014,2008270113.9515345,2022668876.416589,2704176780.4058676,2782628227.8646684,2797240284.198837,2247109019.8186216
2092209857.3617313,2305163224.9506197,2517065462.05615,2983390311.0644226,2588278866.282144,2339805848.9485087,2078856376.5179489,2191833127.1830435,2266024642.059274,2614807266.3232236,2833057095.520094
2034080526.5797167,2771598463.840057,2024908291.658472,2729842514.441685,2875830719.870778,2828889477.2589316,2621094292.8071594,2876644634.4620047,2027001798.2901773,2952271178.532151,2857033863.1008487
2200341609.1039114,2983321676.142582,2258532213.3932076,2878924812.3631716,2504445342.0053496,2610419520.841038,2153921242.9647007,2981988668.1520967,2488452481.16619,2229876931.7774644,2394555051.736678
2059569658.6922038,2602202590.31664,2567276467.3820786,2107251331.3297486,2182533069.530773,2913588778.529184,2673468763.853492,2818656947.4110885,2371481426.093291,2214799053.5413814,2773036899.871783
2516094055.0946383,2289289660.630261,2516359678.7010336,2660529217.82494,2009698990.120489,2332233793.36894,2475910094.0856185,2609160842.695645,2536117638.9272156,2912984850.4832425,2812041606.8428626
2087464853.4068766,2432173497.412016,2492551242.627052,2555402388.8363132,2082652673.2502134,2294720917.870791,2149150812.365947,2036191085.4967186,2856495783.408392,2999432777.2195415,2901446494.773913
2984337569.4409084,2835444664.9293365,2439260182.09279,2885010728.2323823,2928665662.4971776,2909050253.2444887,2119907673.4043162,2432886793.593982,2048688620.8618777,2737872263.4253173,2364688918.2807307
2420282228.6277866,2003996951.6913638,2143016890.8918667,2560094807.287421,2401939809.7556887,2183197751.1986127,2029643751.8249898,2557306579.0995164,2847963916.0917916,2338789581.1532717,2720805106.197919
2164645381.9255023,2384651548.689213,2998588366.573953,2195584989.974577,2779484366.383544,2282256337.5428696,2317053858.6487036,2723223289.551025,2121899155.8247828,2430996837.4184403,2487174760.243646
2948190429.9619856,2460759899.3427615,2825731795.2703066,2661908933.154955,2221751684.2998943,2771222895.941024,2098736467.9984286,2748688171.3102393,2131831268.171178,2992563558.300779,2649614437.8688693
2142788564.3536756,2650638474.846668,2568127783.868683,2656362869.9413257,2233649080.289201,2807584400.578147,2304519542.122036,2489079509.030244,2174629690.1228695,2467365296.669965,2657282976.022515
2140951622.2793767,2036271370.187356,2446694027.7248225,2429112112.7348447,2507403136.3930497,2604461628.6225924,2767403543.0478187,2903149443.373769,2215144681.146483,2076659817.740831,2567461307.4088717
2220541188.071809,2018876248.6946077,2200044929.7194633,2631942681.137473,2248794249.1912446,2787296991.8084536,2337825459.848092,2711722698.4668055,2720795213.9791317,2793563588.426325,2809057391.1652565
2517951640.4486723,2855256802.6407986,2233004216.1186113,2826820742.4193473,2369448865.5364966,2761611127.8023324,2511683616.681234,2963609294.3498187,2009054577.5252254,2540070742.540537,2907981670.8908634
2846486883.3666253,2194591238.561052,2191652574.425348,2122401322.36246,2288422331.6623054,2278941980.665171,2296044895.485066,2599806492.4840536,2388077446.103184,2432252121.04364,2250038409.791273
2363035951.379412,2405254861.61821,2653391912.179014,2360597800.6652026,2073962927.0508218,2541113644.2642984,2943149419.199344,2100676023.7948544,2125636376.0996182,2165186186.2671394,2935128646.7677073
2842847206.293415,2873874808.5890594,2565452721.429206,2395961574.8804474,2673131037.2096562,2631572283.4637265,2800789008.2948747,2340335036.2891107,2794077239.5154257,2029761351.0687072,2766242174.8888216
2220576833.2997966,2179241656.969445,2886589063.6318913,2649706073.2828517,2092849241.2149332,2726693455.8498664,2863308828.140841,2050063247.7462227,2662931464.4178023,2552191800.3249354,2681550704.734132
2515605287.0811043,2590664139.8398113,2962642992.3307595,2393834953.1897917,2781368318.2527466,2500937909.2554164,2376579621.2335453,2397418572.691202,2762239189.5512276,2567697493.3615675,2610344376.146358
2906481058.3456664,2425575358.323723,2467080524.1204534,2847943863.4606433,2295297876.9083266,2689768796.94808,2997299646.607256,2696611515.1191483,2952555232.959619,2508618987.2724633,2911471980.000764
2112836348.2966259,2037029626.4031608,2056717965.9538252,2492044458.334556,2535922115.972695,2926314174.0408216,2740064606.321069,2342825029.5085835,2687700346.233821,2846410016.0921044,2151158557.145097
2881013165.50332,2072299591.938891,2887862052.0025296,2646675034.1620755,2433396051.981037,2064702268.1034591,2387091283.413697,2401945103.4204836,2860919088.0205173,2921191459.950725,2069670152.3748543
2188089863.0118446,2524381498.477872,2900158777.4324045,2413250797.1663585,2081651658.962672,2377202690.38451,2126187356.4073958,2006967258.0864997,2368068638.0982714,2148614816.141738,2012017532.1309128
2622713475.661599,2527808106.438474,2943653132.7764597,2566534257.878518,2559594461.27066,2679459429.6701627,2977038264.8670745,2558130798.6804347,2332480191.509969,2562372772.100666,2529471548.6667953
2762393527.0534134,2586043765.5471873,2305496710.1726365,2492137094.9689674,2946539528.0085077,2551360202.3139687,2001487678.9741302,2224744164.3829565,2470127602.5707865,2240105582.5621457,2932461000.822192
2240909851.015669,2114488085.9390316,2069213510.1219637,2484724326.301697,2291544065.923226,2732448937.5946417,2285414519.1257496,2790016074.4168224,2150221546.5796204,2171855560.2555327,2334994034.1577873
2603640706.8835483,2280335862.3641696,2973826302.8532653,2853015337.65947,2299979999.128068,2418282464.6808686,2714497616.750316,2303118967.000753,2517456937.2408667,2677508902.386207,2043403240.5747917
2758532315.7070904,2970961343.4737334,2502891942.091118,2686316488.9221935,2584164828.3283267,2690661921.7393575,2769834267.0550737,2766284464.0166674,2738967671.2199335,2367317402.530527,2897393737.2706513
2397731437.462768,2123876345.645863,2315227916.2034655,2214562694.381775,2265065052.466837,2799502053.834584,2281857141.345838,2303371812.467131,2248808741.2371235,2738966802.858046,2455652876.368466
2686463149.8041773,2495245246.958011,2032873019.072971,2781076462.218925,2831497236.7360835,2662949045.7902026,2727384193.6336145,2411440085.352077,2994276860.2914233,2445657199.961698,2374529019.159218
2342802578.1744843,2327906866.9697084,2526964274.9611526,2609536159.871392,2779914928.832734,2744319624.625576,2118980117.6564775,2642290354.960136,2901311321.170657,2780021575.377006,2620335688.124223
2429639162.1503315,2035484517.5908148,2866180744.7009215,2896899226.143644,2271241042.7820864,2864681366.3210554,2212068411.1025624,2876753132.9715786,2604584842.0205874,2593209271.837836,2008231824.3954856
2055832577.3832982,2940868491.9338665,2409066496.9271493,2224139694.2790756,2394914503.709194,2446792151.9466486,2588365831.9224195,2387778955.2878966,2475023311.06141,2042597040.6417289,2426998282.2502146
2308571439.633016,2654761519.656418,2025530195.2539165,2820157052.136359,2219160192.706284,2622791232.3220096,2008960904.4215376,2682801940.355124,2997498917.4891696,2019311770.9512362,2375096261.1094513
2008631607.1806226,2241306029.7092304,2591240775.0332417,2170979322.901989,2673428749.955282,2931984349.5584025,2192638516.972192,2654474525.3645816,2412660036.2302656,2128732761.0154011,2979433754.3485045
2115753385.6442256,2100953168.257729,2236437940.6558037,2436054273.4867873,2435146400.635602,2223581989.5013804,2461666233.8214536,2093289121.973533,2886033753.1671805,2078096899.7550504,2273308337.550717
2096441140.2970464,2157575059.0348077,2562640445.9263177,2864269931.1871753,2555436978.4718666,2756785903.35243,2587522961.4589834,2041839577.0547395,2507277563.6129956,2651184421.539119,2341419756.7549396
2917170771.1193237,2377238534.007695,2980951303.305626,2447965536.8796973,2159395865.1686344,2231375258.7081013,2766136136.90661,2238045421.6808896,2664909076.5797997,2493681945.8240714,2071967087.3307807
2556381001.0253615,2634583407.673287,2253786430.675729,2650641717.5045314,2235085826.245956,2212281824.600425,2603694369.894078,2028778194.6930385,2966587195.321408,2556265093.697106,2042033781.2713165
2490369333.267477,2198586627.7168684,2969776619.0924397,2522281892.8107624,2343880317.671502,2129476772.2609088,2660197963.5445457,2299350262.099967,2868812755.212699,2651057246.9250374,2631958114.5237775
2254212049.3647623,2085945425.2444544,2913998240.0153475,2701580683.7857914,2528601586.612966,2290240612.4596963,2352479041.6602273,2044970064.4174137,2007521815.6171308,2447049430.1038833,2694234877.55178
2808521712.892404,2311831136.331484,2784377345.9562864,2035971251.9076924,2643781067.2958436,2489825077.8361692,2089431687.2586997,2282749524.3652554,2038584011.734625,2670689255.7789397,2469330828.238495
2503851750.316397,2663478556.326122,2746020179.9846306,2396780099.1985283,2708284533.6048093,2792309156.402255,2162514567.2245455,2277478531.7255597,2197128173.362623,2767555757.2652736,2839980768.648778
2308507728.325842,2692242585.742686,2599411500.4256544,2747037501.0546107,2467778223.081336,2761011413.2518516,2725883043.598166,2378526302.061985,2366508999.2069807,2871323165.7399006,2036009529.992465
2230825643.726665,2304733384.9129333,2323927191.158629,2229125536.474819,2250033280.00907,2722737252.2689285,2458673552.1133995,2914385709.568304,2434677035.569836,2699049921.262119,2774601474.7163086
2860358097.1415367,2671318568.9263577,2451837085.951368,2602797657.3063006,2810517099.5102434,2564147747.8767643,2630256250.723523,2194694108.0433693,2685947899.6892376,2135654954.4264705,2033871188.615454
2590853755.265155,2386769792.861404,2182842477.6023717,2615697555.275864,2478164201.6678157,2786270516.0267844,2469679284.415446,2671034027.4602966,2159279958.15134,2455755747.930115,2798130680.068502
2077433973.6925306,2332105781.234968,2385522346.1904955,2244121590.9924746,2398279288.1922836,2904502800.7654653,2601464850.1241016,2682609760.5676923,2775550639.9996376,2671686337.715277,2331508119.5575476
2568135373.44422,2541115158.028591,2394911149.9783454,2524178809.3070135,2539773342.6413374,2340073958.234337,2550390010.1700187,2160077756.925598,2438300269.6440415,2610252535.7621284,2226315251.19428
2779099674.6885486,2654697576.786149,2093068417.199966,2098984748.586177,2446584886.851021,2439024344.0620074,2860169952.7065635,2880322762.2997556,2833987431.7775865,2898796242.6539984,2639415941.77479
2951454263.7202625,2030826211.8087447,2901088254.8190866,2430775451.4706283,2083710539.8521461,2651850260.024715,2945857619.4287815,2715153921.826518,2405232562.103775,2158406690.665393,2121564999.6456437
2515703206.5810843,2383900019.8458667,2870714325.577331,2516584756.958652,2285073730.653092,2568103659.3030357,2778274392.237245,2536390730.3311706,2792006537.9419646,2105551252.1567826,2754178506.8020678
2008086724.8919888,2582003132.1568804,2584014695.2963176,2011099792.244903,2078133084.976038,2426456869.721727,2766507239.038738,2427211926.1535196,2188537989.3776813,2779258493.55874,2463804553.573803
2150950515.667318,2525171635.4967604,2911118293.346928,2307352408.956024,2334699633.852474,2666867027.1483264,2592509691.347368,2483259000.2615385,2028240033.3771143,2429893686.8277,2945346940.638297
2453532108.3215137,2612504516.1405573,2177073735.65928,2495179971.988893,2528190763.1680493,2290298333.027711,2863445770.0265403,2645645790.3977346,2784805191.6891656,2772291121.5622077,2366098365.633436
2281855671.1159296,2295047601.826661,2335962906.8075695,2789356945.207852,2366942692.7781305,2804200466.254802,2175150913.167821,2297973034.697523,2522648186.432837,2483458894.8526073,2174384773.109855
2806826850.165471,2590082613.1462264,2636907529.4267507,2916595745.171591,2962648296.771253,2991362353.4522886,2352320633.5534954,2766298302.9533815,2933988819.8495274,2361718658.1044316,2103332500.8007169
2262881573.8322306,2739952818.706345,2587549166.398969,2927413475.787242,2809317209.738266,2986991977.966209,2837077337.2938757,2693780194.258847,2329088720.5238633,2462950004.2740116,2739342941.4543304
2280429407.4579844,2769718638.8362045,2567499942.4248457,2760080132.004548,2290994974.373999,2513883229.821274,2334126249.6810284,2033556895.3369288,2798605470.8757095,2194815884.3553233,2045803534.2679777
2902117880.0444655,2161271149.9988623,2125573406.3105516,2546665562.533303,2307555247.1337647,2142239716.2830982,2902979265.993143,2772434755.236609,2002703320.036109,2138609054.7319908,2111401412.6578321
2682994630.8896594,2300046706.2636724,2054150236.4742358,2730104953.3883514,2572568200.1524153,2674964330.8326364,2010384027.7116868,2946076891.9310274,2199409454.629521,2594186312.3639965,2936886936.428932
2578975770.1645665,2419505131.2862945,2382637057.010999,2631290083.3032007,2933011032.899303,2501539864.938474,2023893709.720606,2965020079.5729623,2162835405.491646,2563580658.6710567,2875227041.5103793
2259812765.0972586,2975702547.073834,2523703386.8301044,2414584737.768137,2072521180.5775206,2748667612.742525,2929152906.569386,2486788203.210339,2769081856.7594414,2626289053.439751,2902061971.320951
2797232262.008376,2964273779.6654587,2088093261.6321025,2993760104.781555,2724220124.6409497,2884286743.258484,2821925068.266817,2739796547.045237,2976236348.0624776,2213844845.405111,2441977864.16043
2418070967.8127694,2699259581.298002,2395647917.3537626,2037905607.9306998,2559420508.593874,2796923390.2654066,2420098424.6594424,2341132774.9662,2871945178.55361,2786743850.202153,2167274824.5463786
2498045618.9496,2291722339.5694456,2708577263.509615,2920614341.0644283,2098722363.0638282,2369109768.418273,2397929486.890999,2925077204.1037774,2968956779.7082276,2188995368.168766,2003351528.6131341
2066209242.1817362,2601444535.5776443,2681813431.3838077,2153422197.4337564,2724172762.8760815,2722597068.9264407,2576662089.419143,2529129495.8356514,2353756408.966358,2866731230.9791317,2438442047.0624747
2822975800.156235,2011558742.0698385,2561522794.362397,2078846668.7793949,2418319179.011083,2450667052.7177453,2007668071.299196,2708097359.6483655,2698972530.8765664,2072761254.698595,2152783117.9939747
2365965647.6114,2483187596.736424,2175191341.135796,2659786044.8340735,2468627036.37164,2124800038.6978881,2793020133.275253,2377578131.301778,2050466686.5911162,2812554690.6155663,2442948519.6709876
2923145278.8130155,2570853645.02798,2573073584.6849947,2459362936.610814,2385256272.6028275,2936362732.3591547,2218973154.6574616,2173857172.6727934,2489981339.8157573,2368898022.8597856,2645546666.5113287
2890914981.3916373,2764888311.7285695,2679068466.253373,2125556268.9359574,2370537930.179063,2758759653.165577,2391257141.444242,2025691856.6117806,2932832845.174251,2256103540.549632,2857109854.5479946
2482816496.582649,2579354846.15647,2068395716.733651,2518061597.6157374,2087982417.5722694,2940661305.4610615,2379517872.48905,2114039230.1984465,2623695563.698551,2594539865.730408,2224212911.744818
2222932708.850427,2318928945.186364,2299789773.1204014,2675605856.559426,2369090783.804258,2730323648.1871824,2791830513.0593586,2495771269.9624095,2577426455.314484,2275034871.266506,2224572228.6343884
2286180015.163533,2215044126.920093,2589155817.1117387,2354824747.4619074,2096113491.498545,2495790153.525461,2675473031.0546694,2485451139.8864326,2908566374.150192,2798975261.664304,2757390758.1691594
2224454658.5596814,2467151808.962589,2839944354.1221004,2378523546.5350695,2208222305.619877,2468883771.7139335,2897316309.99693,2281060959.591203,2171044595.268836,2620119764.8497376,2343453137.3648286
2563277817.009705,2579613105.278696,2394634332.5809727,2706864000.302925,2961413334.323381,2416717539.5712953,2076739031.345665,2381014580.4954963,2949286413.3827505,2777614214.978243,2978309396.1047025
2641418271.349272,2347604338.5374026,2477243967.1651754,2771598969.4594407,2175432067.250255,2051407612.009708,2760796379.350856,2785724670.687013,2187590229.1599317,2181067330.9023166,2190003148.8591056
2612382253.2790627,2817453158.5168066,2351093697.5522757,2408486244.065646,2825133415.702126,2508056158.988208,2270874009.2126546,2818318310.616638,2639569327.4043913,2416135135.3095202,2175695213.2594995
2651396642.3276443,2837648390.125761,2999190568.168168,2356819718.9909053,2070304200.9094422,2143061065.0654898,2009738982.05879,2877310646.796122,2711112793.5612116,2919445841.3326006,2576365197.8820763
2870937655.398238,2887947343.2109876,2842587384.0241337,2308362336.563075,2231901815.3902483,2509364158.4739027,2278983855.6850433,2316854422.1262236,2004743475.4499633,2806376490.9747863,2216861302.1582227
2400615701.928727,2616370045.9385924,2159742257.38612,2896952938.4251285,2103033654.710672,2636977810.0509152,2474281321.8133993,2502985032.1622257,2288294862.3707914,2382046986.608277,2020620383.5299542
2964089253.5252385,2979207358.3402257,2477455609.905679,2533133517.9463043,2596822229.7327204,2553816170.0845914,2284668558.4850945,2073439124.5104914,2243403737.7536016,2469256283.977045,2457144444.8539643
2428685748.63442,2598362060.035363,2452106736.8735547,2796281000.074392,2423289334.814324,2999598200.285722,2924624363.9827867,2685018962.4384384,2235059067.545116,2519722590.8295035,2836183041.4053483
2101249642.316505,2556608004.78479,2906420760.514716,2656669671.0858197,2211959369.0061283,2371502654.2281084,2282095931.022219,2220993643.1658707,2708634753.1847706,2155371914.327466,2275534797.8864455
2296103648.6472917,2337248584.792256,2153848893.6249204,2994202277.6548023,2922826601.756167,2153730741.8458304,2447580316.4423466,2283676754.0806546,2396554470.907935,2869547734.225187,2094795979.6655824
2079103245.983128,2712793882.309632,2783292245.5164623,2456009323.396644,2198602123.5404468,2868003773.174673,2831437589.1023026,2536858199.544291,2312379505.0468087,2110637310.5828044,2107562502.634885
