0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
207856856.2961378,214869943.55846053,242700242.63221338,202381020.41619194,272396768.9691549,218678349.10645506,266671932.80909434,221243404.3020422,233516092.80552164,267022425.6225477,256164065.5150377,227582178.64206448,233214901.32736686,275318054.0617763,225547766.93382373
226639902.83060512,277102357.5331247,242854628.04701847,280402116.12853014,297249506.6178711,217958884.67696837,217015785.02518544,202902172.40619838,206009673.70311692,290311008.48159134,220200760.39643005,203032692.37628508,256890602.77646542,220000170.34468043,276679436.06221324
250134666.93411934,209218907.59377027,270031381.093036,226086939.14770153,256768188.426516,264213284.34737968,271276713.60976005,271541454.9626984,214332257.32796624,230480401.09657443,224941917.01284224,296205569.1246659,210216832.87070778,249370709.5601533,206089997.8837691
267487629.9764662,298858218.6493417,267648938.75666404,259714460.06273267,267930268.4263316,230004262.65123513,243221032.70741245,237430282.78496966,252586546.3485773,222876615.55789015,257666223.3195076,296966754.1836551,281664960.1121091,235005876.13868326,219246759.5969947
207144614.46806234,267733317.44118863,274116494.9328457,215782712.13229918,239124411.33670738,247297609.2260519,219943374.8412663,232596986.87730682,298840424.65670973,206084316.3448591,299055766.96932626,223015596.51249513,276374799.03620136,231856317.2518684,222858730.98389968
291720231.1544906,205596006.2664997,240989810.3506233,294888367.0110066,270885115.03078043,233991154.99930337,244374911.18345162,229655615.92413062,216524423.30070814,211576548.73010054,282251240.20559764,208499078.8801121,214457407.85865536,229037467.51163498,218267305.28714764
204528388.73446554,290258509.1547656,224668062.20364806,217767342.63300273,229341788.9491582,297640300.7103482,254963233.16762036,277175713.3665425,257286921.14734563,257534881.25761265,280974069.3794191,253790571.6943396,212280450.7536091,262187000.12644947,297740308.8672621
231313117.8997629,265858367.56011486,229984338.57971245,258523088.80930436,282472254.1710935,229613776.99439263,224944824.62966046,236765600.06434485,288550154.8310067,247399955.2621493,202974646.09427375,207578036.0436176,239779025.57481152,246383326.63197228,231506948.30026945
251062956.3445129,297002183.0926195,248668847.7665692,283784012.2766965,283505791.475882,220101877.41504702,289791386.69813144,240618950.63469797,287127304.8831697,277218717.9883278,294016370.88364184,202237016.286832,215236590.134716,203192310.4971021,234669229.09451783
296691741.64478284,228394533.58481982,228946837.2772821,299808064.6558771,224049619.26605278,212388320.1893943,293622981.22119,206504268.52564415,246391764.98487577,213031831.25900763,245276422.23101544,252897052.2471687,212519587.67641103,282460255.00801045,246018149.6545365
238759038.2721102,230852073.65872318,220617078.66946393,211228273.54748076,295015918.0913899,221789392.01394013,266712059.4118777,229213066.77331886,251313613.33350247,234989221.34945226,261337855.174748,278584599.98553795,223731572.08996975,231203107.71545517,296703033.8687735
264319737.04293212,259513717.3503734,223348617.45168495,220072529.35517725,275563101.2324833,207943560.35859466,296652824.9680515,211687023.7553933,205425170.79728207,281949662.9042521,278781796.3620063,297465985.5660098,219220645.85766217,272411487.2748275,226608851.90727454
206214670.2382139,249403473.22929278,213915295.50588152,271891470.36727357,244899422.8958835,210481385.91409516,299079766.23888487,233065002.3421823,255203744.64055234,203068115.81382206,201878433.65932894,212952555.0295718,267804532.92295024,202234051.15718186,271120184.47384393
247869995.27843907,204839169.78823614,212861353.34771666,244039720.4839767,279664851.9920701,264791428.17520306,240268180.2040454,279019633.23860484,283666618.51430565,216357766.1984016,294502397.4841407,207653782.28395912,294130143.0460176,277838298.99377304,274879072.3615075
206702918.63976842,272688515.07800835,291563795.35208255,247580967.95615155,236837814.27792948,233062794.39275008,287799063.2249876,225224414.24068063,257704233.8701735,283848900.06344354,278693391.4939515,293904111.3019469,240542723.12434274,201484538.2147656,257077055.84281942
260395131.189355,219486242.29220837,275587475.1099784,281097134.1076103,288267004.03210026,286623814.6984663,282331739.17552775,254562653.39542732,222896524.1494294,271781224.9678325,268062443.32472354,289145751.0145446,299591844.51942724,218298490.16848484,223886086.2619165
251637000.09732562,239739118.66655397,291132183.73959535,256341247.35050693,204204439.23951098,294379439.0643406,234218847.7149989,212168912.28258538,212176714.62400368,234563014.11768976,228405874.03964,274804596.0789428,230512353.53867385,228090104.97922903,274312594.82745016
245193526.07081094,251663489.2057648,295093309.983697,295290559.82248557,223196819.66919363,267598990.73097295,289456187.6612773,242652447.90731657,288070304.8160437,296200746.9577477,258258493.09370112,216417107.04925382,213531320.6560057,209831928.1731147,295623863.5954815
262828230.32605514,215537791.4212428,263424020.07125485,280036239.2278118,292828675.8165127,213831375.52568573,224764590.81438377,212324541.63605902,206036912.90714607,277128979.09215546,275381630.99169886,296957131.45079243,274116506.62126863,217780850.3096215,277732913.42894775
212708067.6011846,231027308.23463622,231210801.34648246,269015881.74216133,205543611.7003548,295943827.5369634,286676145.7015652,202247749.8017677,285844620.4501112,248728816.4927572,231898250.165765,281306722.2619833,207963484.445947,260369822.50734705,205314499.69607168
274967503.83135533,257881055.51345223,274961597.5056429,244140753.9658055,234970954.22638455,270133650.1981587,261128896.17384237,233678484.46713766,201626206.44164893,294223674.6586299,252849464.76394498,269030607.5799604,270107347.30571234,205353866.95727023,206950795.02359635
266459586.16818118,213218405.80156004,204511221.4140668,254238720.6481851,255069408.06431618,252506964.85440508,265812239.99541315,269097793.31370676,210227445.56727204,219405373.14762643,268661355.7500635,265276214.51726255,216443184.9400211,215571786.79515424,276105620.29673946
244796526.42123833,215380963.57793695,285649763.6909013,225118365.54302073,242351117.71925873,290649378.44690675,249233932.7511305,227814919.00508222,297110895.48786485,279352373.1850371,237218040.7669675,213183120.02025187,239874376.06409907,242128586.0792193,218811161.70641342
227402682.69347367,274613791.8267217,245729082.89984712,205276224.1366548,284305281.9203303,278509288.49903524,222757313.8398169,211622001.43935212,274742541.9640189,209098507.21989036,254515667.33299366,270324491.4380481,208073541.91065058,247635709.82683122,286164085.66326654
226579050.97092238,294211216.43267554,252370285.58782443,261296224.94016993,280981083.7353997,296068641.0040361,287130010.0952222,297730603.0889296,221657335.49957326,216300151.73524183,204627542.58892745,205488192.84936047,228407582.79218325,201225139.76211396,274566553.91025436
219911658.27994844,257933096.25752956,271505252.133641,282476409.91679627,264492139.19814625,258095994.8556048,281237625.85397375,242958079.0201584,210242589.23882812,228239686.1855323,269259818.30248773,253146331.97796232,291057572.25963795,261273766.39669496,216282141.22008064
294077624.940271,267461971.79893026,253804659.2030224,280095681.001721,206796945.30238685,251358276.6948708,250304259.60348922,253819614.61498106,208653298.85511303,267655924.41076028,222729735.5438214,273401215.9790423,246483970.98419404,229837226.09462836,215182657.83624607
267188605.2606073,278095576.30763435,233123929.11395702,218710266.58872816,219391632.6927685,249221872.57306305,275543947.8951778,216386829.71249375,255640380.78034273,273157389.5157747,261505551.22840938,210214257.33377853,241725610.729317,235506322.79296297,226959677.93810335
243573974.30650264,282997541.36029685,245909057.4114657,257432645.6910931,249398394.10777953,242362611.40518564,234254424.61791998,234507328.03791174,289769426.34736735,239286221.65232927,260563148.66764662,269055020.8952422,283840890.41424346,210478744.77409446,273985008.37729585
206597115.95896018,238538581.51429442,210351117.0413734,236880027.93145242,221110490.7663421,231149068.06981635,254096992.97180378,255046995.87504986,236320350.34794062,204959783.12689158,245340421.50560728,293807834.3134272,204009385.98058143,234549258.60733917,279313210.0918373
237382784.17839384,226607738.0774408,270482286.54845256,274672553.862777,296124954.70608413,289795790.14204,226776703.93618438,235010383.6505805,237685742.64253113,211056258.2075745,284072594.2585363,213593198.29678935,260465517.6287337,239231954.61265886,231633206.74655417
292254570.50021154,210605075.20858958,201732101.37377083,224582695.56906685,285078823.65527076,255488210.9801401,217987666.6462302,263496678.72647205,201382304.18114835,255918197.6796893,281529402.5496146,279176961.43056923,296214191.72180426,265942877.4843805,271348319.91863424
255934726.92540744,290113588.7164087,217462208.53236103,221315668.28533953,245567386.03010264,203301801.76398525,239028016.11660665,233936058.94705653,281593350.1854621,202286307.39404058,251992045.15665564,293219624.6341135,242343554.2262712,259905034.8775064,250184615.403852
294375499.0356639,208232564.5024769,248517964.1987421,280797843.0812468,252620787.54583576,222324582.94453582,286137997.2131473,243136176.99386886,218070396.427344,254249602.7135822,209363584.70862225,225892275.2388151,257669542.19420666,215246631.06521204,279927969.50974494
212514598.53904602,225070061.17316335,217158108.65974694,200712960.82100117,299376946.2559734,292442343.90412265,229837555.20859912,206622077.06246215,281328893.2127693,210300059.10009083,235040625.54270315,219935453.04228732,209418691.21117458,217269033.01359046,266191847.49751285
214814433.58218905,289249013.01940054,299998491.817833,273053908.50735843,239873077.16066644,252297767.3757866,294519584.9066193,291954438.61665696,246048742.12167203,225029060.26057944,227038003.1121248,269861848.6900827,200534205.23049775,226433290.3937177,276374372.07354385
200750689.5548251,295935298.5921583,205352425.25225475,205787174.39462316,267992521.66786394,224360490.36659226,221283370.59454268,290837117.07602865,295344711.1852651,286557669.7963925,258090040.4787696,256140272.67669365,233869342.83959895,256830455.44435173,257311007.20204064
236290059.8464715,276045300.7592188,239433095.83849466,253940718.30465537,230513429.8076024,266015431.43407995,264225338.32450208,248084047.64268988,261252319.88983807,229216203.6106813,251727794.87337333,244738615.4592455,259459242.15192774,233084867.47759244,219153621.8746689
233298335.18733442,211967213.48881334,272760105.64599764,235497505.46546265,283516987.4322013,282816634.09249616,280602262.5386731,224605290.48614976,272518339.8087209,223937244.89461237,292090594.00262254,249080364.00650588,286816572.64316505,246840163.651527,260674483.0466442
261865385.92972723,286971530.8081464,220812235.35325316,286650047.43813646,267618397.4750563,263848062.06106398,235133041.66228592,271593041.53790057,236603763.23930964,260721024.11834157,213211286.6100775,265619713.39438003,276092669.486653,290100271.5307305,272754744.8538882
215133476.86823034,248118672.04493895,280916265.10487366,298155834.54766303,200602653.89464998,292768865.23477334,286445691.88324755,271867224.2887208,268880734.44825846,248974529.03863811,289934413.82003564,256796460.60565898,247922024.54898155,233009279.10608888,212582961.77241814
208492183.02590767,218005744.76428124,292367494.6618341,290544649.91413516,239885815.5805145,227219316.44374594,243303005.77334768,285659729.5180719,245723454.17305064,280319538.2408686,256714178.3072354,262567759.78416425,233243288.7792466,235297396.97786987,250396816.64726737
217897569.97078303,279067570.89557016,227499629.86455494,261714318.94153124,203704536.48399374,238766221.595856,265909158.6127664,283671207.61145234,203701664.31457463,237427050.5482524,270702222.6474193,244373806.55556634,262369343.60796446,201137495.43914104,279892193.86119497
227577720.89901832,292131410.84722537,274502197.6212342,252804764.97761306,245805118.66099596,260979071.28171703,287226184.2209559,251126212.27313268,219671514.6524021,222254721.8812464,248506670.7878302,223244230.05144078,248589939.42408177,251699198.5554857,260124331.34073278
233186852.32188633,202247773.50372154,288588276.4943526,268070542.0184379,246422820.4001035,235794947.0141239,260368583.0072375,248677886.5056015,292535619.2421677,290101936.17291623,241568566.037627,230170003.1576793,210830578.929151,290592975.3969039,259716387.1623739
234716269.53966495,250611412.7202004,210564421.17530984,293172472.79386574,256619759.95812324,242553211.81203344,222611705.54448816,243824474.0004169,218447483.12075177,265654281.0974248,277601911.7339632,297000392.8426476,286616888.49900424,295936069.00202864,293746130.2895725
208404037.44597745,299159680.0100302,269561661.6971567,223337813.97483134,266945535.91074023,244950820.32197827,221662134.06923935,252161735.42672396,285335458.446547,294779165.60371065,271040532.99912196,252367401.88226348,206641371.64069194,292412136.6946399,235747095.7230035
222344941.27827474,273602395.27377874,258259338.20033923,257368236.88087803,202855943.10154957,284237135.59477395,222048921.13868278,211250665.76247132,266112848.3307424,294562178.6157501,277717242.4386583,250557921.92331472,266175157.19932002,214118019.24658546,284626474.81289864
235886401.95917314,261963677.60008475,226987191.83302543,210179994.43278384,282639715.4532931,259698349.10690972,297810245.38459533,239311057.3292649,297085944.89587003,244008660.9220165,279592979.59084773,224435059.06984589,243124851.0178115,200248700.92364645,236915315.6299631
225219277.21439958,240064494.67237195,250820781.55943522,298758023.2354806,297673979.29286134,229771053.833967,281149077.229972,212727622.57677802,277766188.3740886,290341488.3697499,285718930.271994,272690539.1918129,281982965.39120615,236495372.80749217,290827878.8177986
277976323.51657754,282326553.80239075,214613895.49758768,210334367.02531812,284051164.5966953,207246691.6740783,217496754.8066461,270565736.31508875,268799433.914399,260452558.0458616,278751063.8447586,260731744.70078805,200167664.36757573,262629033.82515362,277313620.51656485
266400654.09899032,271461856.0098702,203523390.22773477,230118701.0774783,273414705.0237164,217308073.603358,264723263.9821477,233329300.89447784,209515139.7823542,203538811.589595,234648182.82207194,218253931.4237933,218050255.1437514,209436210.3133292,282723587.6774196
290219772.2818439,248938169.8017869,227907156.8254474,293801187.9499532,208980342.1527574,204852443.71467322,281905710.86024463,218080068.91531697,278769083.0899856,280758813.7847202,282921420.4975759,279381073.0603607,269981836.79652154,261419662.5304971,262266111.00059283
231298045.67152816,254879971.67652667,283199179.28663784,222514866.5881651,211463784.14521793,264154845.0131996,209825067.6720288,251622268.76631638,293005121.7169922,227528878.92679235,230854192.2774201,207636126.2858203,270528636.69787365,289255800.5887438,206804684.6477152
216593165.22070014,246251486.0904619,296567870.5370323,225178169.55325127,228326382.78255484,239882378.6578685,246738955.62686092,263442597.57402718,295007679.21820587,206146764.07567894,292208698.67667305,279264136.4893107,224382644.67407763,232287639.48623145,236349867.87430608
259954260.7467317,267404148.56125295,221295007.44975418,280950472.4775459,201149818.7206551,245185997.11417645,297634666.3036892,277340251.5701984,259675515.33245787,273530490.2556702,255369449.21021524,282353541.5612609,298540799.04924846,263140729.8901885,233560572.0476506
205408802.9036604,299142005.63003874,264972388.98660517,248561971.10907945,231785081.21706063,210359444.86306372,273987263.25733703,252898855.18785882,210919402.36372703,245234895.84239453,219730004.7993874,268300648.8527464,200685077.8068399,256408431.71259853,202632137.53277057
251580315.31106552,298407520.6205743,298049607.5572998,208359248.98241377,233635415.57517186,265032848.080335,254649576.5975396,207241395.46686554,212135603.11589026,280906045.1775882,243174555.92325503,299597103.55369544,214538724.64857587,294295189.4836971,291309303.34846365
278989962.6499517,291414879.55953604,290504730.6433366,221963682.25996462,214486492.8154278,219254126.68819,211158001.2025408,282944896.49105674,271490889.08676803,241871523.43671322,267373719.109621,232741045.49332958,298179992.6774614,215436399.8976705,292958523.8053131
284239804.2479503,228945950.14980412,290917499.6114129,237234515.05015856,285990749.57795423,249014980.44619837,232369475.77392605,283304896.02866775,270920154.17982227,229856358.43737605,214601083.36327147,275399843.43454146,239616347.30248243,221327769.1183889,247317664.9882908
288109212.5081219,258317844.1292358,202604589.13974935,262881464.30679387,226523651.7844325,280320238.0597423,207237660.21576262,221427864.17186996,201095743.2463648,201898589.8074548,261905347.30088726,292698520.4336093,284500709.3259682,261685705.34187472,202394875.66106334
239393287.17009863,286704488.8794772,295648470.6383368,228546600.04850197,261139197.5121597,211864274.5552612,277383931.7916168,258671926.23601046,253164952.05888775,263886040.0041197,293082183.33409905,282124208.2944695,208393879.45895115,260162731.97926506,201974725.82001978
283945494.6704416,212115985.57454234,253528732.4275293,210324462.05937597,287356126.94585294,214942217.26211372,271051012.2843394,265665811.18687758,244170477.0423712,201809073.37658334,225938132.15630645,272183869.44440657,283621359.238224,244550702.93914405,214470349.55981264
285260583.1343035,232999913.23650354,263513981.31526312,215599131.89043564,278951602.94017625,242709031.9393153,223649852.6907185,221016526.30678198,207132949.7264704,216361911.87580082,259220413.22979245,201321356.1717724,254736081.46391603,291844614.41541845,271312082.67631316
204628856.2068383,281986702.8840809,231226630.2641516,295688661.66456354,202253559.97490922,201654651.03329644,280802278.2238158,279298710.81429017,290295317.54719466,292224475.20215577,202643407.49718413,278509268.4380533,252989603.52186084,243774250.60735565,211633205.61500207
209728958.56136677,257293165.76225471,274143138.4154302,239952034.89942738,231572325.2224907,234906600.6539489,260797421.3726788,243504316.1574315,206205765.57416478,223800004.9120971,229766491.85945374,216559627.82620785,231457679.96683607,256290847.23699728,234945053.7630841
200253300.17860577,276396314.39395565,228528467.69966012,212982143.03021362,214543133.4525635,295619463.3746044,227654743.57068348,205761192.24073058,253031254.83663544,297909337.22563845,292013740.35068613,258576098.47231367,298992560.2717534,254235656.07972473,278459026.6370127
293099462.43322134,264120230.40485996,232421645.69159383,292616557.0877461,253015431.19441852,243020498.53585795,224270270.33790958,248710443.26036316,252729932.1571255,210828082.09023884,226980086.84835714,270127101.08702224,224012553.1323414,238575079.90174747,266870285.66588533
229670043.36853477,255869161.83699882,233224212.5916218,210557566.49678442,223470698.59575433,203350297.38945004,256042263.06596917,285187701.96257985,211312129.36409113,211467632.391747,236062182.13863572,287939859.5814936,215516620.07292598,257174827.39577883,286404693.74478287
229763116.91241086,232291886.31055447,241811995.72983506,212758668.89615282,240566737.0173996,217078798.7687481,243779364.23850244,292875587.13530827,254804654.6164559,223240779.62470424,200991420.45457467,240956940.39840665,237200094.53334513,255006760.30654198,228122098.32262233
258986325.00855345,288011312.22272205,232712266.98875117,221121967.35554948,207647112.88080555,265966555.36331192,295356688.6824881,238616892.9584029,210386201.98635414,285884198.3928965,215328971.04249948,284083576.8996819,285607978.27021533,200566705.1607038,291380148.6704168
268017369.93004096,289407778.05954206,281176883.39688075,292665024.6667672,202738638.02525038,277311839.32628644,256720082.57496977,263866675.29640082,273393312.9777945,282625796.4047319,275422813.6888231,284492142.1110057,250387027.2781527,232788599.77454194,261911143.5723434
218755231.53472388,239671021.9645572,280936926.8693386,233725392.4379154,271905959.5520592,209052532.913994,283419651.0485108,263363528.68948495,263578520.39591068,247145380.11519402,297633448.60845625,271129442.12222636,250528748.96835494,250636788.73522165,254344486.3221527
278817927.29195607,285507675.5533819,267813388.71516335,258476166.69933617,278678124.45308715,254755194.74786568,288444374.2109814,209916813.93020213,221954884.28232276,209600469.02012047,212832955.01712903,293314780.6567547,222610771.8483737,253930188.89205897,252135383.5370051
293048503.3476206,203311503.04567212,279375286.7943261,269241401.5754532,247093335.19127724,248305244.35303184,250582399.02541634,271683798.9805006,259655654.52439117,283705860.0536705,258285907.5922101,272967753.0027439,294198600.4080772,227763138.39999855,268149747.81104675
217037955.07372385,259711138.11956662,214947338.03282052,295707330.75255305,216725295.49056002,212023204.43477717,267188106.14923787,216151635.47328615,224386122.6015893,271771501.87486583,289577988.6281958,203180710.61554185,229852453.68265462,268695035.698586,297634454.7170461
208831537.4626643,239114190.31143022,243777622.83529148,219748454.44526193,249694784.30991936,264852191.626525,265668441.6619353,291623253.5477327,243686055.6978101,258842349.0899706,261201326.2896108,233185300.02315402,242857215.30923623,286867653.4038932,237436731.79700914
291333617.90569603,296464533.678132,238869671.9685343,267783492.48901847,216204565.63608482,288852425.17699283,221138424.53143606,295478542.7764474,241724750.93280107,234272936.41238114,284927091.50056946,239037703.95129248,239239055.061734,233307574.94920924,210151101.10643187
271666853.2410978,208092507.47531328,224760146.51820356,272709814.94309783,277810717.86205035,274302842.3065499,298132182.496548,252406975.9864327,214633409.14933747,227453432.1811359,266184574.50218388,247039092.7621417,297660429.67161477,235703304.25390908,231923858.26529512
242538020.80203527,201529190.64162377,266836121.5111073,295472115.0485278,212112977.37693658,250476264.16369978,204324956.76610672,243354092.12830007,295910299.14827883,237826086.63366994,296776482.78680915,221834511.74235138,202106186.29448077,224886489.51622424,235249672.05482686
266458619.18063244,252203700.04657474,268852079.65235764,211742552.81347033,233068514.84980658,259955758.9271619,259560546.16301835,240482330.87863863,248838992.69732174,223825976.91454348,232184875.03443176,278243061.9585936,274080586.369799,208349797.26431516,253659446.59127265
290049467.2491806,202601964.8049921,268731141.33708006,293548222.5254707,290335391.6128742,290559100.94358814,225742286.61949638,202822711.51347467,204366572.6427358,214687272.2538737,260387210.68372804,298275174.20896816,201538616.06236494,203042670.07948074,270145440.57779694
272816144.50717473,273887418.2303082,241171257.96972898,294180444.1863404,244910148.78932282,203130799.72535345,261182565.56258395,232778765.81790364,276649699.1279325,288167682.9845804,267568546.71277156,205181282.8083045,202449043.77158383,214215988.12135515,282610211.13829577
240053492.03218383,283294715.88902366,252159798.53831038,269706614.06467766,276304531.8885994,201198351.25666872,271060358.0385572,235284691.9848391,209263479.89197183,242358465.8217691,235055945.36594266,252367841.4859698,214421618.2752523,221091554.36976993,284401401.7554697
260952599.90380758,287196877.89912945,294929488.0113594,273590848.1441265,212138098.21505204,225610102.84541908,278244702.3333529,236810819.0123342,291274669.5708079,215160825.1676272,216628802.56766993,242856694.21426618,206174546.86271897,258072143.78745487,236665736.40813428
269689489.3364528,293760388.61114293,247823401.33950776,261351086.29650658,257537294.76780233,207884661.02599713,296894137.24569124,264757625.9450168,240881420.35795376,284359771.09108615,279692566.1442696,280085666.8208755,225638684.7414435,218255352.96375817,284726810.76396227
282381775.7257672,207232690.99901992,288113403.49015,227194501.79664844,299014328.23689127,215299557.01370475,241815744.07608554,265551744.91193244,269169942.75183856,287172484.5588923,258719349.6709559,264586006.77613738,296032892.18730605,276920275.09434557,205500739.11202285
220530132.88589707,213129958.15699622,231569933.29889902,227552849.4246899,266953034.65048248,236686803.0877922,268121961.59000012,238612205.97607967,278037061.93596727,230608471.88682213,266607568.89648846,242627885.7939412,264011485.84684268,256711663.00221783,208553620.2266224
239175501.68868557,212654682.5265787,225794172.44569838,252220655.1456343,224597827.92986247,252125086.5152247,242414548.41347715,278821671.7625678,295684493.0841102,284989153.7611984,230453841.29369885,218773092.45622838,213418681.3317006,202816016.75030485,224058292.51551306
250088107.71963432,217225879.68593428,256288320.45862645,280320943.1226394,291937365.53448766,242340490.0154905,207674425.16183472,228328537.073794,287261640.41443294,230018847.27309772,233111966.1639004,233453188.30091003,206727011.74564353,298393425.987046,202275053.8855591
299782243.94974166,292895207.37223023,207173668.04328984,212814945.2023412,223502098.35715532,279646684.4847051,213104993.76012638,294170071.7634538,219224835.23720118,299080209.2308829,224717839.56528294,219310482.97057852,264028817.4977981,252877435.02567324,288517408.06368893
286093078.29365325,253738593.96320865,269591140.1416954,223233208.4397718,263340329.29632673,246001843.28283614,226519941.85824576,257746705.59186238,223809401.53943273,296875875.6753616,253339666.75427303,221358797.42839402,294285213.02947617,248589037.4580308,224285671.60668746
252496236.07149985,293605752.2646049,211750446.67314813,259079946.5360659,261960011.61099413,239684847.51031154,214192868.21248242,256168504.5338961,266207413.3204477,272480461.0241665,287897531.0715762,273150804.5056794,263594921.51230147,226542868.62350696,292524061.9884741
211278178.24329105,227988574.3268512,220447492.67387483,294128798.02771974,290847523.9188324,241826143.4982355,233383104.53093046,225982053.4994938,274875227.8557797,285745893.85406375,274765875.3959614,255277883.6647385,264392283.07927695,218284382.32777002,254204581.48454067
245656833.36703703,213813118.16151038,209631939.64170647,283852495.19918317,233711020.93971223,217294966.9813909,218365079.64962405,285856953.8539529,217037927.17442426,263788808.32810304,218240207.78960645,227952481.11930698,236433336.48093936,204592162.4849153,201568580.6705301
203896502.44360772,267052069.92765564,263360298.89359468,263192022.05980057,211522370.35222933,285295154.61162376,238845020.3661596,296653634.88396937,227174672.42708978,258675701.06655923,204345663.2880588,205595295.49453247,299939261.6879648,201238488.81284273,239601401.3032938
295551832.39037675,284377445.8601781,255104945.94480723,267969763.97440022,296649218.9508997,275855282.9008179,237849196.59963116,272329382.5453047,299362517.51985574,201775791.05536935,256186184.58684486,273245587.28948045,225559299.8951718,235208778.90661368,239129540.08770177
215109155.52286622,202635635.04378656,236026869.16568807,205053361.36908463,257806166.6602041,257964223.980975,278603512.10083544,221420437.18817058,230193870.9174929,220843674.1226039,272989855.89877665,250792537.3100126,260527053.9681984,207516952.83349136,211590765.5740977
218766663.06915626,249967288.03447908,294228081.14255375,263431355.73269302,219775203.052159,245013002.40855482,214202083.7343056,242894972.7337402,286414954.1018592,258482386.15464047,206662503.76272598,225607382.4352856,217947573.1132645,213604154.61820793,293731236.41052324
293026353.40556455,274929124.4334312,260120513.89341667,294426631.0924008,293226346.17996264,253656359.46169522,257647974.18273234,278467421.3708148,242293364.21393412,225370730.8547979,285671705.4988975,294375108.9929791,200321813.16472125,291086456.26644105,202809415.7473494
279182582.2326611,260571131.3484328,232984909.3547903,225571315.56691167,250775347.6243188,292026170.17663515,240643431.53941783,210711438.46955785,201158425.30270162,204566838.31639847,260495413.06881273,260990181.87753716,247126429.19235086,247350102.68650112,272978750.04050994
294795791.9152597,289709109.4366825,208070977.85107276,259784388.69474906,200912290.9556625,243388438.42237633,277761506.8203014,293315241.23004496,268452330.17482835,253151522.49476948,281864984.4841983,269730602.21579343,289984050.0029029,238747526.09106073,243382875.06584892
293138261.68836576,258072442.43718052,265769578.402126,255432815.662636,232674443.33476192,280419020.0419652,202281150.72468266,262878558.87579584,273271305.52761865,214637027.2470111,250821105.5221352,232130442.66474658,261135457.59797946,218370176.63907313,239918069.69523418
283937463.9531108,285099188.39038926,238706763.32549,247030047.3364303,295562948.8472898,217118049.71454355,214654046.49619955,281114793.0119777,260640051.3891271,299026661.43991494,280425492.6325996,241842689.05242568,210978095.94928506,211429701.1675637,270377439.981053
