0,1,2,3,4,5,6,7,8,9,10,11
2191292402.061774,2733864530.5379076,2398135182.921474,2034116204.7273605,2167809064.7287927,2713873451.278947,2872841277.800851,2999876883.0249424,2613479835.2228303,2419287794.9697475,2554661555.9921775,2542343408.4739256
2847188238.0705924,2028305052.4176357,2744311259.516552,2192028384.656326,2690219616.4323463,2348750624.321867,2151295893.5287895,2288236026.758246,2261744154.8069334,2532020952.3527346,2020887628.9884636,2538210982.6836147
2355797585.142752,2818561756.006951,2432329613.950691,2528882161.671184,2434719563.427589,2479941731.00496,2987205246.680133,2784397051.813871,2577726039.847038,2669866977.8309865,2721468317.705951,2398735559.244231
2100351610.4370136,2825808755.494795,2542825562.4429073,2624472831.7486625,2547991262.391023,2076904706.173742,2009019865.870702,2085585111.9166627,2304059029.0161233,2732136896.0981913,2200499233.58441,2449332239.391977
2277016466.8260365,2298857300.8390117,2607118258.469662,2362862486.3843102,2790145506.247196,2594483445.95973,2600405720.76506,2437904426.673298,2654110609.3608475,2379643463.9174776,2937988336.5226,2964249084.5642333
2331087644.025282,2503333599.642519,2861283767.8199253,2772353738.3456388,2880722795.4787188,2144528551.4239254,2267176905.3476667,2837263618.9286227,2899542145.8544188,2550890084.4212728,2975859049.891405,2493043972.8069787
2746794136.32261,2152663589.1823106,2465159332.3946204,2222755941.7894273,2895257357.278844,2521026736.9853654,2286844116.479444,2430503216.258702,2132353248.8163118,2088879876.0434458,2753204567.0613394,2103333089.4678476
2494571148.233223,2804462437.2315717,2849359706.064467,2687456127.1920233,2061041314.9238286,2572883186.057709,2342366342.53178,2136068819.2277126,2522904569.334803,2038898770.5447264,2791206258.550864,2558388127.920634
2666508443.2343698,2223028456.806731,2386731893.05167,2819595918.360093,2058061305.8921542,2715303992.09167,2029471972.2575426,2111425948.906339,2512908795.7173615,2108898087.997761,2621839166.1024556,2313722967.76659
2012834765.9746327,2474563813.3764343,2027394360.7485654,2159349698.057245,2701901767.379455,2569995147.298381,2413051319.3832064,2247411036.753794,2012874923.530915,2611308254.2759395,2559130667.2720423,2856859125.867597
2191760868.480058,2198900282.1154795,2089042475.6696491,2881248727.2702947,2844587742.493699,2643398681.955165,2065992352.0636227,2512307504.6031494,2049951929.7075942,2918241730.1953263,2001579895.496719,2656515314.6582923
2600583096.3031526,2557700528.587024,2833463426.0682535,2059134404.1244411,2015818857.3987105,2802248774.1591673,2351768118.1526623,2910609044.501858,2976695707.119553,2931089134.0825086,2093845536.358736,2355724437.191134
2197378638.61319,2251342504.7485533,2444287479.283845,2020142081.658915,2837690061.003154,2746263865.2581725,2790338611.4118056,2470190364.3098283,2230881932.6624804,2078310901.875514,2795649815.2839417,2524068785.1318655
2791640695.4782553,2624754012.3414803,2241568983.9775977,2901849443.544004,2986602604.3984137,2878738301.5320234,2841561499.397611,2110055990.7622848,2357079913.513321,2293273804.821365,2739823622.824349,2323824199.0063114
2233792835.915023,2561595732.7959347,2675552261.3826156,2118483649.0210462,2218858423.1723986,2604034568.8816943,2407414976.7143207,2759672708.915457,2216723465.3741193,2229482741.8582454,2822242608.1944594,2243582343.5687585
2867860144.726733,2739425342.0583553,2632120501.3855205,2028780926.137748,2278699526.3286023,2016585036.4281037,2981319117.9424095,2067059068.0564728,2003573160.2201414,2244958790.5644593,2679823830.6654453,2096178669.2914336
2365452261.7995787,2463784608.394157,2906401873.3586416,2369049098.8033805,2710384418.2415385,2428519518.713723,2060793043.0964112,2082507203.1311579,2809752463.6300044,2292676496.1311326,2557488569.0874,2608925822.591169
2469610655.7733955,2239061850.125343,2968579827.177413,2541349219.8376775,2232103274.8904905,2312404964.4306993,2042365929.0770092,2734202478.7246723,2030035300.670856,2900247460.655212,2195348371.9365644,2722937049.0720897
2007221796.9986043,2572925799.9124904,2945137685.430198,2717321663.4899535,2210418986.9468503,2252741225.3612037,2142760743.954493,2422647501.3489327,2939713443.4465375,2433545636.4038672,2156842831.09959,2587834422.4195633
2841406375.1764293,2527444129.2223635,2627642096.896197,2115610899.5438948,2614167860.119854,2091549347.839694,2435042952.6777635,2202202499.786797,2492043740.3368034,2869256041.549869,2863421330.760629,2585835636.6357737
2527472526.8199005,2921071775.039704,2845146052.3257356,2284909373.721634,2023592613.5306501,2547087228.978194,2464842503.3011355,2466703438.4978504,2499675953.8137126,2027423957.6387875,2243893446.800196,2007657627.546228
2199729529.6136503,2424134648.362806,2209912836.596357,2045131647.5382316,2488625396.7407165,2041863468.9810426,2739250440.803506,2908438066.410719,2761725696.414907,2301031794.740537,2713554796.0833063,2619281447.970319
2222059636.230592,2709227736.4959025,2306627788.933478,2689555831.080244,2053714832.7693107,2042849311.3865209,2555749938.662736,2602523613.2039766,2446549894.09661,2510038575.278252,2255826868.9678235,2157590863.8466463
2149581871.467297,2141286585.485567,2060963029.299303,2709028759.2454987,2220590452.3791633,2416607467.8156157,2995655431.7315855,2700564750.143311,2664037120.2495823,2810304078.6155696,2919670871.800544,2750770579.2403197
2496441261.4979596,2047608047.6567802,2432406674.0499477,2247033369.7526493,2083392596.940502,2155164559.6072044,2074299575.4753973,2534869073.7445903,2147858714.78718,2436874332.879643,2394813145.4919043,2107206920.593871
2007271990.9073195,2307646191.43019,2902990483.0187273,2492712480.8917155,2607635382.6240945,2729641087.5963273,2751807887.2601657,2488015420.056904,2899919715.663168,2239377384.7683153,2998310542.3193903,2724380545.134884
2509098364.2306633,2020831133.872659,2190096652.0459995,2770179707.4837112,2144266723.3898804,2170158035.034388,2634623467.609524,2251648259.789278,2569126860.6500998,2565854465.3531036,2959234113.5520983,2576185538.7506614
2204157856.08999,2924111596.954449,2619863248.129666,2916673757.9420285,2955118697.644555,2314624194.4723396,2920329299.018297,2936333019.473234,2384080148.7707777,2150824506.965907,2967916917.897587,2925093319.6293793
2490374770.0207715,2902120607.6341195,2530820916.1457634,2975704121.5715766,2508117245.252921,2160470102.492261,2355016172.573457,2560614426.8656135,2665906140.172236,2714009800.9862895,2520834356.598505,2300038151.6831493
2084555292.0122733,2099112320.7831724,2881961616.830137,2384019740.481753,2703837745.5943975,2743189747.942779,2919713569.7026067,2274555298.8379517,2841544821.1249776,2333836400.3511786,2998655556.0289564,2655045356.064803
2677096759.989809,2760301726.2286158,2906147324.8243217,2000254005.5270429,2909141051.5578,2232326935.8301325,2305271645.720726,2663775957.8059683,2297415331.606006,2219525883.5410695,2054560825.1919937,2390847333.079713
2526948036.461415,2383440898.0705943,2524592501.953415,2894316641.756653,2375958731.257198,2414575695.612986,2715969499.3348613,2068717905.7221897,2090813529.5443118,2981111956.865499,2521090070.3706293,2326902131.156652
2856371038.1623816,2011439661.1235073,2094679618.1180432,2501168131.21345,2518581186.2828097,2558827643.6459155,2106288767.873147,2884244049.1887436,2486443538.788079,2074873126.6046233,2348262624.148494,2517964980.3459225
2572866676.132088,2850918056.8569474,2808942738.7778254,2295881838.7649574,2192386652.805368,2577147060.9756966,2946899611.6055717,2303169939.635409,2308720492.3156457,2789847556.5597196,2299100773.6519527,2468864580.8614926
2480410747.696401,2139934733.8054242,2336817440.1360745,2881397262.9897184,2512107551.432563,2805926300.092418,2115077986.4628003,2378109335.5933228,2216434883.993902,2622925766.207132,2560917105.1942873,2591394106.247693
2548097763.8199534,2228856900.2141294,2464533398.1432824,2741602435.108029,2378169353.2936563,2151188669.2146873,2155754112.937344,2209625161.9515676,2856936407.6694565,2868009255.1343236,2982338146.0338364,2100558697.9029577
2367541385.467722,2478243554.2004356,2295832323.628017,2677912409.755435,2931715634.2253284,2977317139.5117426,2431015061.618578,2283652395.56901,2536886234.3168826,2888993576.943185,2318575186.358063,2947782166.454833
2808981261.2811027,2647869190.7736635,2586864621.735951,2382028766.643926,2839318580.4308896,2912712936.028826,2609937157.1823897,2063851654.1370869,2886064827.6176257,2386691495.9114556,2730344031.0469656,2136951958.3198726
2523736041.4786024,2277624593.5752883,2321846350.0469637,2682035839.599615,2456958113.8857093,2879268977.8926964,2662342246.764882,2661905311.8697944,2084724052.734869,2149026834.059593,2044380880.5852294,2250591955.5797925
2455135245.377128,2432510597.8668776,2293255395.521805,2304427160.644878,2273408669.0581527,2163856450.424369,2566763995.269465,2307711914.981339,2261388733.2179236,2484641888.4383717,2547087837.3771343,2894019819.1595936
2796648572.3635464,2262650180.745553,2238541927.507787,2507080074.7984867,2479436621.2286687,2681232477.270599,2506247045.8142867,2428807442.667838,2571628950.504847,2542603268.058483,2171547118.6993217,2360778933.455412
2838154092.132224,2013651449.99704,2214820221.89707,2227904516.2821198,2312624145.464726,2029306423.888326,2258211285.802984,2874596797.225456,2157233603.0789175,2700015165.510304,2199016265.734811,2684255404.230799
2614433608.8894973,2828373541.056569,2639025013.3154593,2437860224.595598,2849028196.757738,2343013125.465166,2562662449.305016,2502045462.5355253,2829186231.9737835,2358629027.698016,2417003807.614657,2908719066.6451406
2718947226.2479815,2297957741.868765,2805762243.511407,2986757874.299618,2538217368.9169626,2698084312.1465263,2268637096.6630316,2615924536.475732,2700664218.5314856,2581538039.3114796,2888974537.587658,2199678558.097637
2386734866.5891957,2461900956.752097,2754524319.3032656,2163122820.067178,2267870303.201732,2042428159.2150044,2194280026.9680104,2259685835.4919195,2108318808.3145466,2970735053.711663,2490605636.984967,2238176615.1152062
2530158003.9270883,2785149506.5671983,2205963582.964669,2466453181.247545,2379450384.899975,2544490140.4730096,2995059164.6300626,2631122948.8537374,2117880366.3657618,2848541287.067981,2275875285.0282874,2188234495.575494
2988740713.6436543,2267589827.1315227,2685323925.8069763,2344818989.759154,2958881399.9188986,2150827585.2576466,2938514021.3476534,2607168959.2240014,2436888061.3203855,2024022779.6503696,2868753633.7754135,2073239336.3509676
2514890432.9737406,2360721797.5360985,2691806663.960197,2008556007.8504717,2531764507.3326287,2213767807.6244483,2003146105.800769,2085303482.3221002,2566048606.549097,2839561829.6445494,2029904937.7805626,2541624417.880461
2761978846.5221,2436984225.7440696,2130775087.5507066,2606832290.525356,2615990670.724485,2359268376.3439403,2658236239.04866,2424537651.5251064,2737760336.1950765,2705535451.0263314,2579984059.7634134,2697990819.2731514
2131620181.0238135,2762820790.2806673,2880845214.89631,2386534723.9239907,2064006486.7362132,2508851477.4612484,2303545935.6323423,2583163910.9665313,2274634723.265944,2232706968.2578006,2416810560.7417164,2150576774.95729
2241555238.2749577,2780891728.7760305,2407346308.8682747,2623041442.6894546,2292115799.7943454,2076806207.5656223,2490272336.912706,2705028395.450933,2407116242.742096,2020313918.6741037,2023411884.4172359,2905077161.9994245
2485606967.7748528,2923715867.0496244,2201111847.044668,2538167442.7321153,2246467953.005511,2805303338.227559,2676474193.9770584,2691245402.0577507,2094758799.4458034,2425704532.9963303,2773330234.1971717,2586709438.4677925
2661715064.335344,2845295139.2387867,2757898582.6716895,2691392626.778159,2080170473.298102,2703642858.630301,2480108701.395412,2756636130.6489463,2458874258.662247,2287088168.55904,2605547215.117819,2434375312.659668
2942239016.373665,2611688259.226766,2368279136.6184874,2606741698.9423037,2589573352.2369843,2737829846.29564,2603486224.0259137,2852944386.986301,2082585333.074753,2772525033.820249,2194464633.883923,2072982299.9757066
2329175431.731076,2065280705.8289824,2024916552.027863,2393960376.392753,2914919242.732718,2887305888.147247,2826688638.373925,2053389624.6885455,2626378705.6539483,2254270710.9137588,2765623517.879636,2663557696.6771407
2074637638.6380506,2177727280.9762936,2584829987.372538,2533885050.4141746,2038345977.1590369,2184955742.3413157,2548770609.207594,2647670821.096306,2000242793.6831496,2973739304.741035,2150355217.3131847,2998357160.3451223
2445740404.643375,2180808013.3956146,2335632800.8351793,2673952193.809862,2636590875.2219768,2675863068.972661,2939104071.1161437,2498855006.001661,2234747619.0224624,2944135201.4049587,2340325138.321373,2448237902.9944744
2560227842.114154,2984862344.337977,2277984357.191448,2540310351.3732834,2483346401.6192365,2847827237.536002,2175758112.8294706,2442095519.44291,2821799122.96055,2368888080.357703,2812911644.199891,2857143289.427199
2836839549.816076,2564774208.4741235,2121438851.0400121,2615693717.884631,2063594374.2266436,2009665784.9957914,2494502553.5633197,2286684545.0195637,2501048434.6453667,2122148094.2192361,2975607268.1424036,2199547214.3884053
2997180653.5837636,2136465861.6156583,2810286461.7447515,2355779586.761507,2145404517.7149553,2384591424.038359,2166347729.1284757,2703385883.3498864,2469851746.2127633,2520357270.992042,2554143850.8400064,2126646043.077086
2736294411.6547074,2522090903.661054,2537441858.3867073,2730317230.0707307,2657345463.110426,2929223702.2472396,2702897808.537171,2602197728.6241846,2150866302.8375897,2142483689.1277783,2657311624.184577,2391371318.777926
2259317791.7917743,2665606667.6627927,2388310376.3111787,2493205090.6960664,2053000191.0067096,2848869606.001846,2014483359.6176598,2444962458.4623537,2746666192.529977,2281457105.876599,2804790967.233519,2669887523.7125387
2239173470.7990193,2511157606.804428,2236068394.5878315,2992870001.132594,2609372820.2584286,2560042733.235433,2615380688.902353,2593068369.5113544,2462504270.221716,2497070833.56774,2315498322.565838,2742092657.7123647
2043699422.7287788,2155326862.820779,2858003133.9739776,2356137874.949746,2554583811.393652,2409257337.900116,2650947644.1364636,2291704775.0932903,2276090102.1807165,2320465880.6061234,2589511354.0385804,2202190615.1863117
2577756930.5634093,2103324817.6853151,2219066395.3946033,2759992820.134948,2763735501.0250983,2094676709.2230895,2521126803.50207,2501518600.4758625,2268610769.671026,2291102701.51751,2968811773.2047925,2064523306.9406338
2779301889.786808,2875850325.779286,2897640507.8303833,2783134431.0473127,2291340220.44113,2429572536.6573853,2781842323.415657,2252663476.389178,2176092442.9314137,2618514186.1389227,2769813522.260587,2513541243.8820333
2655983173.273087,2727455614.8628345,2643915325.2947016,2949355617.6419005,2674381970.7900825,2115927639.0286257,2361821681.1998124,2330908221.0439324,2632573041.884383,2157224415.095998,2556566631.5156193,2276740434.9219294
2852107995.235979,2402394051.7626643,2171862857.8265877,2710592674.6148877,2416862011.6074038,2859355993.5100117,2774234005.7578573,2488262150.4417005,2323878419.2895555,2633394853.2202573,2723485480.075572,2062768044.4815385
2671886508.418776,2180939678.833513,2511514168.7496977,2045454016.321881,2962853655.842362,2643711411.2975593,2302567940.5904164,2213883556.7256203,2751588905.9212933,2089003116.8058023,2122507052.8246622,2313824635.000446
2517022169.5826406,2205787232.432752,2602977809.622326,2070351026.8171232,2063677465.606292,2177920290.1450105,2484329208.9573774,2203824767.705607,2233340655.131567,2527499410.4511724,2020593437.6454628,2895189208.315448
2537013933.8639855,2540001216.7864547,2341316054.9305024,2819326709.037324,2975116693.714373,2660527039.248664,2428664509.64673,2236623148.4035015,2161312142.422303,2497843013.006246,2169566261.8758955,2980617292.123604
2708312283.6368403,2044667694.3905241,2320233367.177954,2052156240.9105067,2126215368.9675167,2629057212.673826,2099070551.022297,2209624853.5116363,2889829474.73306,2524790830.805633,2055468188.8093996,2271856837.547027
2536301644.8876934,2642431936.56969,2978871559.026607,2185800718.301778,2327518126.3089685,2993178879.9610915,2019910433.0787194,2203523989.4430327,2270099722.4845667,2539240401.7495346,2269238338.5875783,2249586075.211533
2624847912.829892,2076970256.240282,2003260412.8697593,2458338440.097803,2694446989.067185,2871650161.7873087,2126707277.616915,2056353376.0844882,2042562661.6460803,2006006837.82866,2818014494.1683497,2797255605.6909432
2616272939.1585627,2488331090.1896005,2046294829.9207108,2338551391.0790887,2107284901.0760953,2904504344.7090225,2183895175.1011,2248260283.6515274,2774399205.6390257,2108961082.4531446,2695715946.941699,2453700641.30862
2664543232.3394914,2729457437.815112,2739102148.475027,2957107113.657786,2441551816.29139,2415611135.367506,2681264075.7045765,2178466078.0930433,2485518583.235967,2666912603.460399,2583320091.2052574,2147603810.2168446
2342453811.0368776,2090328139.7325814,2680308479.2912397,2600072910.364648,2998467671.82479,2880500873.9322815,2804017404.1202407,2447751286.899365,2885475085.458305,2954592030.5768194,2532951732.7365255,2128190784.9059834
2853733052.901191,2249687260.8413224,2113951438.6607203,2606844867.5917654,2462612611.070981,2940476461.914206,2082581226.6921017,2402242465.095765,2347030539.504885,2312501047.2278237,2145242506.3467429,2788092982.6203628
2236762828.8552556,2750041216.208833,2792880173.820871,2288907219.620059,2206161802.836347,2094401779.0709255,2491911708.8691583,2930844447.514777,2099158152.3579602,2209728202.169524,2886877897.362625,2761191610.61002
2318168289.3004627,2983765279.0144625,2377914032.1559663,2214538973.8249445,2090743645.7196891,2533691312.115791,2166963625.024068,2107333104.2815125,2820971573.828089,2245058991.0522776,2608176706.940805,2466181603.943072
2432991263.0779223,2095633787.2092056,2497337721.527324,2641275504.9796195,2026062187.484352,2084937724.1506364,2707271314.6773067,2590873160.746946,2538534547.588016,2758114058.661123,2778520894.2704773,2886258631.3059015
2239441063.205698,2313090892.955369,2155503255.200403,2680738979.7603793,2341753783.424958,2180052592.396241,2568638743.7717376,2225906027.210071,2877341766.2872386,2085709898.2914915,2056357214.890889,2091894255.6523268
2442581489.5170684,2441919344.9324875,2187834475.4365478,2529280254.8918,2269751424.2126,2036475904.3136256,2330732894.8261037,2816523374.4123716,2983543885.11496,2365539416.1422663,2914113029.989202,2529006127.6696844
2649816354.482413,2494415650.34343,2570134818.8203883,2242857559.9478846,2406055958.970652,2374051279.1875973,2026492813.430555,2431478469.628386,2429102038.075246,2842178900.9473047,2545402696.3560276,2345075625.7332764
