0,1,2,3,4,5,6,7,8,9,10,11,12,13
247313921.1923021,235543955.88059944,267229993.8102638,294683412.62480336,292637282.89910185,255556824.24681604,277182089.3717112,231042412.83023468,236257931.4044975,298634758.5707005,214296591.51166883,237786841.81224236,228623738.49202085,259358013.63237557
264480775.79970545,201653723.99145484,215230776.04474396,274329691.358487,236886848.62946144,264441882.9217319,227600153.0199969,271392815.72134763,277640236.0667774,257282723.351893,291338030.6824168,238415155.1413907,250575116.07454237,289841246.8013563
249360968.83151403,244097220.67443916,277562221.87184554,278304741.63803107,217153735.14221573,288920178.8927966,204017729.6704845,297674242.3623152,264308037.01970178,218207829.57529578,275283177.0743212,265822246.407633,243438634.87409464,206535999.65834975
239660875.6366736,297789870.0530749,250995402.34530216,246975823.93092325,244482099.1600687,206806742.29619637,248390218.30036402,260956133.98461226,210520778.6738025,244792187.415828,274347145.2185053,270793743.6213368,220517796.9939597,202302780.45727044
272031659.6446814,215890198.9675167,237883244.97724235,211232538.02236483,286285830.2069905,276506406.41309255,238332257.40676945,238663550.0464124,242953050.10490403,287591561.9299742,293240623.063304,268526672.53175646,255575506.19265997,218469872.21018144
260608564.5323303,265893513.07465464,263721231.66353524,290007569.65668136,270646970.32792103,217604704.8542324,285212188.38804656,201192360.13310155,250617189.14343154,278047147.5109117,240724686.10662058,243413139.09044045,242150521.1370941,271601955.36380345
274662149.0124621,270589807.21592826,242386197.09831023,228820144.55369878,268150359.04657063,278379490.69862396,241853031.65806004,289998644.66732043,230800617.31815648,297075545.84080034,231622285.67740762,295294879.1445639,295134164.93920106,252331662.85523957
230525608.99720004,222368699.54912812,280008640.6066277,280315287.9182998,296738544.99581254,204281751.43712816,229655128.43563327,297271272.55442506,257229275.91001362,224727471.87760156,220775273.5045993,280315928.7136717,296365737.3294119,262758416.27981114
286606908.96424985,227270393.82739916,237125905.78176478,265608764.16114616,245646158.95158345,265799425.29985806,257392573.08402213,276750358.4163529,203495843.2879837,210317853.7728767,256257847.10313657,218646620.16922468,219300291.58243522,250635492.62741822
227638787.61324707,271667034.01104087,261815684.34101427,221249700.1393543,259299751.7892776,210020085.86456,266961135.96700525,297640228.43566734,283536440.4391061,210920718.34256333,245524773.50001988,276894315.18783045,226444003.5449969,293980584.6055641
242245492.19731104,291840156.9698128,291207711.8661576,217576599.5616281,221465655.7126692,279957553.6985692,241110936.62158945,279271597.4264496,238532632.1753193,264775108.4468008,219100777.08628276,211559786.41062027,265615951.3654073,226617676.147723
248493190.18900082,209150917.29152206,285820212.73097664,282250938.0481743,261561670.06827468,269839185.61198735,296905942.85942096,249587550.01490504,242272659.95215026,264495414.6771307,291300574.59544224,280899255.64252776,291671578.8699506,240178587.02902514
226550607.83507198,234131904.42555094,241072206.91573724,299258571.8276838,241697096.1585089,259042308.1500476,226037215.56697458,229318560.10722643,286318207.17078316,223815657.22100326,274788151.4999992,233989645.11440203,220329255.6599851,227959522.75638652
244332709.03222492,242628995.4370524,245430577.7471151,273124698.2860112,215582091.7030548,202820394.5170478,290106081.24510753,263034607.03797552,202861644.68203825,218451532.53134412,251889183.43333614,298418146.0412758,236298508.5872346,277170746.07861084
241909893.3881287,232826023.3220402,268183748.95374468,281881409.9433402,271605700.5003671,273960265.316465,201209012.36289823,298988494.9829337,245479735.14403996,200802613.4565596,254188203.60596195,233849079.39015803,277844100.7560514,286799628.2930631
253399685.2271833,260570354.17818925,290345064.8331136,279008174.2885775,292964298.1547727,244033164.82565877,207681424.24161872,203606927.83161744,296936799.6655124,259453187.42306238,277698595.0310477,274626336.9575243,202819291.39743528,275034579.2301814
267223994.26216713,247132079.24143186,247510669.34209964,209588375.48847464,205528248.2173699,290765312.53264815,285360778.4210333,277351575.0035329,265428936.2733262,263082132.17194504,275616374.36104983,275680228.21968204,258708261.2976854,247380109.64207146
239703132.59372488,293796805.5846162,253070206.81394392,228756171.03896153,296281184.89127016,262703720.35019526,236738074.14214984,263923621.67076078,280991992.79037976,240619855.32626897,223097317.68526185,212025867.57612967,221554902.6841322,291803669.17104685
222180035.2983668,286062228.60404485,255185871.6091865,213762239.35398838,264569913.77021587,284141745.14078623,252705405.17932692,271219483.74175113,255095136.8292516,248695413.1444855,218613380.48711726,249369327.30209234,231514344.8446844,263876832.49422592
287552966.1158347,272551814.20699674,238589690.5256573,283154877.74496144,278073600.71409416,243812418.39336863,269697301.6652689,249080133.5494857,296786069.76796913,270449830.99401325,245405000.936018,284673375.9978284,240908066.25340432,297446533.50222254
258154014.3149155,285226686.94783086,259599268.2133957,208504183.06680688,292419063.05058736,214351119.9875604,217733292.49858132,294421496.12272835,205093961.03061852,242993899.46134964,217085885.75649813,271674369.2130092,233094603.47811946,262881502.49755588
203200697.29715863,202252172.31337842,276694043.6868733,296166974.4129454,290491004.66009074,275071936.33925307,296712906.0195021,211279742.4158996,222324600.94309908,267950261.04689437,215007004.88134637,209018013.51335073,267058748.89472353,242543954.63457838
295573870.4230517,257786185.83758286,257114406.01566556,297581773.47995496,253005688.61165366,231009689.55897674,271728885.0394019,263768706.74412182,206523029.11518624,246654750.92942232,279325275.68879926,241808104.25289288,272592598.2803976,262643063.37491497
260489896.1612794,273681357.624824,281735768.0982958,230878816.9605057,249809592.13458306,263303695.94295844,223249246.4156452,211452177.81362793,269222886.62392896,266214434.06623432,248997612.175893,261929794.87159473,286205113.1403123,262660387.82034773
297369109.21056724,257563177.55247396,246894367.34428442,293874504.67665607,254808383.2725566,281588939.61545676,293251601.19108665,263440718.65091413,255345980.36426005,278983875.5444022,244027423.3050362,276906005.7900769,211828496.33141857,287401634.34184235
217272008.75190768,241462139.43269163,264671921.15343413,261879667.48370224,279637262.8285565,272356978.35056907,245151550.62308538,295871403.3015346,232073308.23948786,298073046.0260013,271783206.961664,245290769.32725683,224326202.85731164,220617581.089505
254386439.43221197,220172262.4781802,212855810.96598652,263153589.99638328,256546616.16302335,267174425.00311917,249094668.6749401,212221717.8177677,207613918.39441168,219863551.10940608,296795575.429225,208139679.9027206,232869764.7442236,242562316.56528896
210944493.1893938,256953143.87747708,227183288.82752043,230954934.5411629,230315439.07359442,241579530.7594258,229311432.17500517,245567197.37268126,287785617.115722,254863842.2593041,239933322.68327805,251127869.976997,295039452.6803339,271222706.1671256
227215400.15637305,269403733.5040241,235414607.79035547,254811579.75766563,264284263.2550129,206864641.94126573,269246399.89086515,226647521.0253407,251920307.97932974,222639068.95581824,227104224.32625982,238092772.26654944,260297077.44350943,299879898.074693
282835229.3372586,286351261.9602946,268994213.22567064,268677648.77310365,272795505.87257344,284334227.7571579,283674385.6159893,227398222.8062418,216147074.5195773,273731752.01762295,254820527.37329018,259116451.44587117,296639602.5622596,200516136.4404146
228152456.61156735,216852370.26451364,243116638.63528374,206406431.5266532,288166630.358879,225725735.29007056,254165665.37083215,216450487.37214214,250920355.171254,279319166.407279,274727470.80861515,260134110.05091646,238366668.41599047,293292510.96126205
211477789.1264695,210606326.25709,259056014.2777754,260397531.38139617,230143939.2554542,288925392.22793686,272153354.30178064,281947281.7439507,288657043.6079098,288815193.51723206,274999132.9388958,282214985.32013816,280272830.05328673,216049435.87461588
232964596.3088676,246058604.5861562,282642648.24027073,298226865.7339142,289436927.29604906,253830603.56007272,217073719.358266,214297804.64272156,259017122.6324063,253332573.3400904,209978253.46634054,210490732.6452981,208960050.9954778,271673501.76279974
222588925.7323177,245814816.74261463,294403820.3142747,215978428.93902993,286886745.0100879,272333566.07216114,293195957.40332323,203199732.54009303,243130817.13930663,287447262.64080566,277877396.80767685,216428383.69626957,212181785.39722824,201223162.25058645
286642823.77882713,263525588.17386925,242226120.6177474,202013618.38340026,254071040.09390208,275510420.0576503,299604683.0374537,291173733.1285811,293608450.3653825,201322535.74583468,266808100.4200177,210729824.1106884,287868040.3463793,233550032.73178396
226961625.47440904,211755530.06162277,287062916.9140321,212508949.22522008,258912855.8787104,231397419.1620417,246570271.02146122,264316628.46772003,210426511.67288193,274829005.84976494,273579313.49639016,257672668.17168304,212484036.64310452,200476553.46396026
294978148.8757508,267011052.9300282,211036848.04021826,221271934.96538898,235073528.46893784,248404549.59266648,226793834.1683093,200585344.5543005,247489465.38791418,216990884.4734369,284396047.5087896,218852282.9576321,206240574.4258672,247954288.5578054
285393929.04664546,220366489.0768974,269744863.31234527,211168123.45605823,208897748.42847207,259918858.69021356,238728426.33099037,219511069.33271775,275250034.1412882,211819381.00402853,245414830.85959107,256457612.0588007,273025768.1852941,237932341.64427504
222283131.36020136,279323041.74582255,254794041.72166777,281922172.85173506,264086219.40152696,292830303.5877093,256857112.18940845,229305331.32887438,220007145.63149604,294194176.07460636,201587213.02869242,296670053.3713202,299886327.54908353,284356296.49982446
262474391.9452794,279545780.10478175,213001440.33240294,222333297.82844415,282423204.2144068,250758171.22264975,276014348.1898554,254482068.16166228,293898645.1404139,294536628.9078191,203042504.19754162,298966237.58143175,270573730.8669847,296471199.4600196
228075563.28538895,247852325.934819,219459686.38807002,247692727.89162,262668020.91667074,220160255.6178078,273290164.6845339,203373919.581771,209571599.27732095,297998446.0849075,235306707.80733907,292446230.2071481,281589714.0112521,254972167.10368577
265160407.34778762,219314826.03816003,254001700.97103497,240480881.72505638,202660003.20903707,223178546.93542868,277419598.298974,271271000.8614116,281348815.608629,234782675.05832157,201163372.94312388,291859152.6623048,217550012.45890108,279216684.1421943
224726536.36548415,226600835.48765996,253326000.9110676,204502452.81303924,208874496.56447652,223545350.0874995,207764944.41507566,271064813.4743347,237361417.07820186,247512167.93982342,242861121.3790575,299461432.8984985,237918626.82636306,249499662.93915015
250114430.2164545,265284954.40992558,247917345.9204695,271740379.6585489,227093183.64419392,270676007.2444834,270395444.1950905,202101432.58605412,229551713.8281408,211055184.04218727,271398095.78818184,250815964.5304577,240309281.15072522,202362848.6507378
261138973.57102585,267155602.81428754,288753642.2932434,267566462.08788127,226055591.40588388,234560848.78987968,211305542.10657024,299307968.6644244,216764202.4119177,244664882.56739977,274849615.61546105,220636189.63242796,243104576.95653972,228984185.97331566
202545260.2831983,299162270.22039604,276791539.8397396,210708703.15173152,215100792.36853343,224703400.30444053,259703298.99747792,269320427.3942201,298819727.4893419,216003557.11197668,222772011.58600307,229578688.25142938,207037759.7504825,214231880.856919
247304625.7422248,297020210.41101015,203630645.2648721,264479226.2741065,277349645.6122555,218459357.52773347,222039425.36200857,242331424.33300984,267461032.13260287,240465391.24898136,237038228.75272188,284752715.5284367,264801719.82589605,269812647.18623644
255089294.62421834,297947211.08288914,280322665.3916193,235763052.26632372,297927873.01853245,226888138.2302375,251879486.3838549,251036503.97179654,266177797.36535087,258616148.1557103,207793496.45001924,282329431.3391805,213372664.87625873,214637128.50076133
200762950.12568787,233936346.08931136,216169690.38256216,238464676.48117563,225682298.27413547,238244181.08212125,292608924.2552255,263880638.93202746,254715076.13544476,218928519.12888053,237819515.46382794,242942127.9788345,201804195.54082704,270754185.91193783
258251869.01023027,257930438.01736125,245431223.51250193,213036925.38160646,209775956.10196853,235782587.1737976,216198408.7412896,258628161.5199031,277807164.33537334,288471423.94972813,262308186.494586,212255439.2518522,230385227.30239686,202291751.00917026
282891753.4326768,276111766.2953617,204281497.82293653,288921938.1610717,285464432.8262948,256821543.8167714,266457483.14375678,257681433.70081007,274808331.6689893,238455285.3366643,204003930.79407933,261987957.1424673,294097734.71947825,241826355.8581256
230085430.267467,266707876.10328445,272657658.51917624,230897061.296385,253473216.50428167,273033634.25029296,256855638.0036922,257268110.19100654,282805059.97421104,268846119.172495,235285074.37314355,217650104.31921735,240608774.2020819,264036578.94289613
252272243.5744154,227355036.07400757,204481618.0744161,261183159.48208714,240133408.75521094,292913309.6642378,226924577.62277317,249033942.23080578,299290663.9539855,268087120.81324703,255886658.34263387,240645306.92400473,266020636.43409908,214539846.54155582
208160193.4542853,259844930.74553296,272714694.8230171,207624688.29482147,253679056.7251205,212882073.32438612,268677954.9820618,221200769.2931974,299003778.93447596,250948897.77746654,221694366.05728948,273367630.04913825,233830673.6344945,293373580.55046815
250129921.23819867,254421060.47194296,213654757.68097633,240531122.2565802,202025029.01795003,275092106.8741823,252735322.99798065,297726067.99382657,252115432.69190684,276212779.5131408,245870695.58374786,259419236.7190022,273024679.6823619,254038421.8675912
275046481.0714125,234774902.8256608,278788667.9917976,228448047.5147408,235174271.1326927,219672093.558132,230428370.85872817,246427888.49376777,299236128.3173892,243464559.4327078,218739496.3853624,205888053.05066887,256631007.78919283,232026959.53687975
266898269.5450644,226199239.02417526,269591745.9911753,296149966.8335267,212035414.58843693,233321588.06054643,250281912.75948003,283117851.3288997,278333262.46570176,203868663.41444668,249879034.48184353,243871197.2274408,294470798.59088266,250378862.01653975
253768590.89146584,215410469.90245792,272071784.5409454,202868975.89737317,261105108.8526974,241369045.5886344,243959372.08211932,200574869.40470737,263947589.5526431,272104238.68424624,200507121.60119954,288859133.75750333,288076565.53947985,261805702.1910606
205368744.7984088,260560590.36674127,258314765.37750223,268037318.53987077,227255668.25496793,270051648.3623051,289879487.10743415,235107322.9644389,247725841.78646672,296422313.22140694,217652688.03792468,215043028.8536508,219743167.71354112,281512614.63503176
248050589.7529512,237139467.96514955,282186427.09463024,291582211.7421008,219149201.12518504,263513983.52993837,278934982.6823212,209378128.66760662,233269912.09030697,274887801.3644782,249001724.5558846,244407758.84652975,228358997.77505687,224596460.9888731
246859427.10806036,253792203.7764008,273271075.6766897,271239302.21471,289512803.5190429,239648229.33660904,287158028.78375006,202361592.58793515,262228241.6798408,224327857.24957976,224055709.50632498,264782403.90288025,200268421.8070395,280989737.07899654
220630486.66240954,202572228.3965281,274472530.4766653,266435629.92542434,250355218.32225922,205033302.53215984,251526232.8592721,242160119.38069642,252678836.86064216,243951215.022878,282307767.22817534,236692626.70255002,253518005.039974,224487146.79355505
254353598.3459387,247683213.22364208,251393694.24399507,216162195.5462449,261358969.7009959,279097043.93960106,218339786.07921916,214581861.5984373,245490111.42488205,235159234.10095268,298936776.23457783,254658071.57512194,265015091.2784406,236561981.41737992
218930323.90302444,228551866.92444044,248320884.5672334,261950039.47386026,209064422.00351405,255770969.02855536,205907051.33620557,280188572.5498582,285736325.33359414,231175745.42080134,245810634.5888153,294955994.1171117,249571527.13432705,222638201.5254303
233738761.44733626,284054887.58971405,278903820.1469034,203983513.74318916,274049863.2224702,247303938.99939758,244775421.9293628,278712365.2593918,244404576.20328248,218850600.3809787,275744759.13427055,235070182.98983252,201909582.42934337,268300977.40358365
226537063.66871634,264106915.80785275,235315323.06153116,260085966.79051426,213861967.50645044,227843705.29111952,240098770.62187392,204305195.25252602,251808912.9817666,216202338.81640577,203746170.87968248,277664100.64524764,239332257.32910785,282766203.34366727
240138828.63773203,214615629.51325348,246002731.35220122,260331019.2184968,277045828.0350041,263615406.99444506,216896040.29279757,280563948.2253615,285900776.0782359,204459972.92557508,234920373.83969152,246821427.49518913,265276421.5069256,294933167.6275434
202290380.2230596,275686672.3798554,242450255.70673603,219772217.31282905,239712268.88739422,210919994.721805,276011883.1423539,262981457.33757406,291798353.67236435,222407614.73541647,254507840.5371111,205302627.3731812,259417071.85729218,252813569.2362176
202971618.25042132,230448758.79504737,204455933.36269036,270134678.2391566,227995177.4243493,213527303.949501,291733898.0659285,288353890.58317363,207279397.384661,212887132.15219846,285489233.1123331,296178744.0342194,242679962.1787944,217892259.5989963
295757067.1911608,282797998.6354448,261293195.02757236,279808109.767565,265953445.3516739,240457995.94656438,253884054.81961983,271005754.36745507,283225208.87695974,299376051.2038011,258205452.43502256,261755145.90728673,291134537.2925258,257022914.47112423
225709687.12278184,223879222.600248,233790188.09179676,237191587.2298591,256374457.93780628,224252090.75063536,209253839.81161043,285096868.9499119,231197621.4052983,265162684.41326147,288537602.8117374,249560542.21658564,201860381.1407033,203371380.52760112
202509684.23199728,283124927.7762378,232602051.45825404,250546387.9916047,294039822.4936788,292861219.03442186,256379588.11375418,204998000.5654431,263954602.65267566,239149850.21953186,246079650.26696065,207598099.35359618,211954236.37985203,275200290.3747912
203434345.5873936,228752983.7345611,257160527.6082517,273335374.3460034,226066486.8804189,205734442.837885,242629407.87056905,275771860.9808648,283716756.3237483,247727534.98959062,277800085.9645549,273271556.2911283,270301070.3313944,297676496.0110875
211563550.6128768,235118150.5193439,233221871.48878157,287031680.94548106,265396920.20201993,269414838.74445516,257195373.41903314,226403566.95350784,242208943.81695858,283773816.6092056,282092909.9912728,262097776.7652313,279323099.89905965,275607467.9713553
294170782.26100886,200801461.6242556,200924607.9897654,243341792.4264407,283579673.8073887,250662738.93265504,256012298.1712284,226628101.1069005,226277447.18718964,210285185.6125291,265961748.50930098,248382914.78459817,207649036.20932823,237188445.2972342
283287132.4928207,266297338.26097545,297505831.8922781,204667233.0620234,297994790.9309161,215122570.74723014,257252227.9724803,260631055.73890457,260954604.0630689,215762417.62602323,249728931.25148654,208554215.16330206,279062081.1308579,236789815.9317731
271344547.093276,289695319.95431936,201549896.92980877,207196590.8401919,261211959.60854235,240451347.25478503,215705496.34784916,210394053.40289655,251229963.06987798,286163751.9547254,225237311.7074197,258954092.251456,228194518.01863018,202030805.84221542
294781978.41165316,285875817.9489774,240953154.50238273,296572883.5499601,210317122.95638117,292635148.0570799,260364035.0848947,216274407.2788894,298129674.383095,249137882.14682224,216889140.29223937,257109847.6859886,273556626.20958215,236698052.5291932
253767645.5975197,265110492.40236643,246086753.73533392,282510891.55698043,277673220.52123845,215329584.34102997,201197377.51637432,287715765.99367046,254545366.10390744,234212701.06695667,293229012.8424838,203684384.1975842,278177935.0362553,211703704.01774433
271312371.41043633,270042440.8852414,214569400.19097722,265292500.1948783,225118599.91438434,208039579.80384064,232245552.16627505,288420402.6764978,214331372.1856942,256417365.4085925,212144801.7057662,259232212.3380682,218716751.82227203,262120441.1306925
255211095.04856053,203062728.0719977,203424616.0671231,215654273.22770536,205695893.33383682,225111296.3694736,254718106.42346346,216133273.15512735,250195223.1545529,291919621.8005617,276078839.8087352,257527100.1881625,265552260.71774828,296738773.1455891
217976334.4685404,224078800.68772408,290940794.78135586,281411820.2338228,249657653.38338777,298785890.65339535,289355007.95776796,286491551.343745,298929003.96375084,271989726.3929467,220880335.56732115,239168982.66632468,259555374.9498231,273145926.36711204
276910423.8515892,265519836.02499202,214759701.53969434,248494211.53092003,230120411.90505764,275528599.4440838,271666896.4465632,250159229.28793132,287878029.9629536,257642699.31452635,222976302.871011,234457268.52694136,201273971.14336097,266413359.81040627
220702087.38256335,255612858.1829796,268652536.9619754,282708342.6473178,234685200.2669246,287519823.11192614,258139002.59115,235279125.76743355,210538879.88380477,256002864.9737477,219943561.85347214,295248204.59245294,295080276.06521,201802242.68899828
232034530.4475376,248048690.03818065,238744985.78492713,219069825.33458993,221871196.1177395,294839647.9880557,279216607.39282477,272391778.8385248,228910689.65804124,212230757.66918713,224813519.9085836,247530317.97731885,231991122.39696914,274584523.86528414
251496799.56007862,292582306.03140813,256641594.5887373,298134186.1369566,211993724.6847363,293320436.8460777,203332199.0851116,256731571.45877478,225595554.32823753,268807715.31115746,226412216.24485964,231594518.02389902,227101888.54671803,239554726.51936197
274124264.2741018,267536688.70867565,266616511.1052952,266710634.44917533,285592121.63686645,268469154.53858376,213721051.87335545,252164325.40689605,235820139.3268497,205684228.284378,271254935.0270072,200696581.26125628,286760310.0058112,228149911.96768144
231058849.4903175,288292009.9636364,298663698.94911647,203191234.60612443,233540230.379113,208467183.79853603,238257162.7337281,205329864.50762323,214480902.47152153,223273117.4615702,261551637.90092808,299525051.15809727,252217116.28356585,270020607.3231805
234321424.9667704,222547549.24175116,214308144.30357125,207441560.36439562,271403568.3581434,238009825.96749255,257492652.7870962,215473034.40272456,288352180.0297835,283422148.7044942,241438265.80359113,235614814.6945229,221220888.13177907,248387007.3107243
287083379.93835276,213592663.25900185,232777801.642601,201596976.0213465,247784590.87099326,225765657.78169212,233769885.54264048,258706333.8876816,218968558.69943866,296683981.1102795,202241684.33456507,239428014.72340393,264712040.59159964,226574095.98481327
230974403.22098503,255590769.12260124,275082790.00344056,292818284.2961079,251919004.33559066,217047803.30300134,230777658.4129202,245187949.64862964,270706726.38100886,242155914.07062086,269026953.99483156,254630105.8814703,208387038.18088228,209379551.73733717
298161427.0608085,281705447.20903695,221855327.53597385,259478518.63716823,229100984.52921236,244266286.2058783,268971321.6555018,219192044.68369764,202694839.6286003,279066541.9030319,271739357.2108191,230610672.9332551,261309739.55843326,207544542.5959709
212613461.46085984,203598083.67363623,204415114.6466334,294923735.8354246,284176154.26947516,276286899.4834057,290509878.01579916,237205774.93075556,276227044.71762854,284881712.9987528,226054482.21319634,266288135.6166794,237687838.866028,226280730.69990572
210616123.56075424,243022569.8297452,223225948.93236864,246570787.0969909,223395684.68481743,259038787.20233458,228001359.72037932,225276324.04960287,286388082.4765899,247361254.9848262,293260681.40688264,276028747.90571386,203380375.21825245,275487045.84821105
230094192.5078352,225291965.76928627,269475791.3922803,216332330.7254366,210820149.8332816,251881884.5687489,220263306.52196684,226103483.93753198,224722702.21193767,273639611.36340034,291359428.8493515,274073642.18687445,272172067.6306101,266194422.9145004
265019153.88793647,248283474.63548127,252875289.1551287,204285268.0809811,295381675.45304465,257852053.16964304,241114635.06478986,295870492.9934246,273241044.4187914,235656865.65237272,266028642.64222986,241800270.0322795,200320135.0425888,257004808.21744946
285928617.9376684,243471498.9054201,285914860.56953806,295075516.01254106,259810435.33486953,229237136.82649317,225374602.27341023,207964328.1830305,247487609.78494343,214377172.27156278,257069031.4925203,233156161.60910463,234833811.38169026,242815350.61707512
265218802.1508461,231703068.54558653,244820375.28994262,278615556.5828545,219096861.50837326,256851558.84866124,291411486.8173416,271503674.0626814,288706474.5920745,229924518.8361855,218272849.33581182,289968622.54677576,273133752.50874215,262291573.06784338
268381866.01433426,214585221.31289876,223594874.37348494,252614934.48980722,236321992.63331687,230843717.46080884,268690892.4786043,292802492.20782,282697943.25158626,201435557.50165302,262627846.17212605,214724074.9943213,244818239.65451124,226236867.53101203
276071089.60382,204771618.1497842,221431565.49713728,288837215.78329664,264850738.1816975,221144934.03865242,219430920.54416943,229408815.95805255,275648091.48183745,246089799.7283295,223527491.75151128,227164422.27418235,201110393.44374135,224692323.2557549
203741842.07515037,208875539.9218718,229147264.9455945,227622586.84746444,284493632.20900625,242269596.87162504,239694332.69602895,253496375.71239656,279442422.2710615,238354425.69834876,218938715.3417335,274387714.0792076,244180944.87943095,253577452.85970253
267989460.7560136,262717879.08578342,276743305.01213706,209285206.067553,262495334.00289908,281774054.33361083,223127552.83102775,219310040.77644536,253456082.0369663,232927940.61486766,271936902.2557052,230845503.14886895,285012811.77154344,271999558.8235729
299700680.26603454,203344374.5129532,210422526.69411093,240422820.21635786,220761538.39002916,258108500.2115824,203120658.19701272,296952284.39108855,288266495.7188295,200247412.70955214,285609560.6744134,238626179.69707358,212096680.53690386,296314910.8161994
207426766.10312647,275613928.92716014,281540880.63721526,237443219.16757008,222427813.05816433,250235512.8973215,286587654.24638844,241154396.82712942,299633904.98176247,214495505.39687437,287617495.68570685,279532479.8989677,238892674.92082822,272348131.9438822
294325108.9149394,226924705.31465307,207747337.08648175,284343285.09246194,271872606.7600332,250165214.15700382,287528124.594677,295062604.29760915,279081939.20109564,235311091.52754626,224944230.6752504,256062263.18331173,295018682.44322395,237478033.78561282
263753978.60433084,252716457.23736995,222972249.57948485,205011930.66371292,240631862.97584337,219442297.14184713,256737013.68886453,279902180.3624547,237585273.70330998,202166211.08500168,202573339.62183174,289411795.2356629,269834885.8923726,289336596.42645824
258154149.6026815,245084276.47729006,275877796.87109375,265171573.85826522,218623685.29160517,227713072.72434446,264968564.34033763,297492075.9757228,258959888.14344385,274427588.8012775,292161062.44559854,217860014.78819436,263663407.16840422,285633893.1320935
223975905.90086517,234230537.36717382,211878989.18777478,295914177.7711532,225698364.2205006,271556358.45341736,201841204.90266535,211635980.10545215,229560786.94653,258365080.268488,216887367.11692593,212191540.7965991,206381905.71680975,252361299.0348437
248380036.08128121,230350516.34284765,225562494.14660835,268284924.97979584,264530063.23540008,257832008.95667982,260418235.85825288,289936360.1269849,206504068.4375211,230636474.75432044,254623280.58863476,280274137.47268915,214567101.2368435,283861080.7306636
263583337.29761076,273378154.73391986,280492876.7297201,270691801.5127627,243416124.09748322,223270829.02517316,289867977.2553445,224373309.44459176,291723146.5771651,231037493.45979246,292540036.5234564,213824955.39572543,225006624.6781863,230781442.25338778
241875190.46033365,261040807.20875928,291785628.94523656,290872815.6643414,237018936.12542015,234615924.09010246,244381704.77290592,273406428.0441655,259291475.63481677,262345333.43008116,273551488.3056851,248358385.75544548,283747265.7246658,248676867.81991053
266124224.87540495,238558911.89843744,245998324.46351507,245644148.18495753,291945810.241534,201862813.79891118,232114398.20336735,274696155.5500232,207028988.91855624,213773538.3650151,220533277.75700673,211290071.18366152,220696075.3503301,260566466.45251557
288090049.3697582,259998012.75794932,242549648.26997975,235684595.37703452,250569580.6547712,291922054.2793358,291490283.56527525,239119202.36128488,261323350.30215207,249280395.848389,235911295.06946924,276721829.617034,299672388.4570811,253998789.58513516
235309648.0687603,254418796.4109893,296425852.81614727,220251029.8670339,202142074.46633735,206938288.03972596,256092990.3888928,236928590.69852132,275900607.7784129,210943782.88137227,283013453.718803,208014075.47942644,275429337.39123917,296287442.3489197
221067715.21953678,271007071.3075558,202909260.00064152,242150869.32443023,259129850.1140475,272988453.75837386,208392271.6827442,279081749.93905497,202721629.2706461,245509783.07546952,290336440.13949776,210465465.4167566,224282346.17767188,269851927.4981976
